symbol	Uninfected_12.FPKM	SC35M_wt_12.FPKM	uninfected_12_SC35M_wt_12.logfc	uninfected_12_SC35M_wt_12.qvalue
AC087430.1	0	0	0	1
RP6-109B7.4	0.0692398	0.0531048	-0.382759	1
AC009878.2	0	0	0	1
C12orf75	35.0524	47.0351	0.424227	0.0520946
RP11-410C4.1	0	0	0	1
AC016405.1	0	0	0	1
RP5-1010E17.1	0	0	0	1
RP11-425M5.5	0.312004	0.14512	-1.10432	1
RP1-12G14.5	0	0	0	1
SMIM1	0	0	0	1
MTND1P31	0	0	0	1
CTB-114C7.3	0	0.0473239	Inf	1
FAM203A	1.25336	0.793681	-0.659171	0.246259
RPL39P3	0	0	0	1
RPL26P37	0	0	0	1
RP11-398C13.4	12.5275	12.2882	-0.0278288	0.985191
LINC00601	1.29873	1.39693	0.105155	0.905304
AC009892.2	0	0	0	1
RP11-348H3.4	34.0313	19.1092	-0.832598	0.906713
RP11-613C6.4	0	0	0	1
RP5-1056L3.1	0	0	0	1
AC103563.7	0	0	0	1
RP4-537K23.4	0	0.0441827	Inf	1
RP1-197O17.3	0	0	0	1
NUCB1-AS1	0.302359	0.0747122	-2.01685	1
AC009495.2	0	0	0	1
AC006987.4	0	0	0	1
PPP1R3E	6.45065	9.07204	0.491983	0.803012
RP1-3E10.2	0	0	0	1
ZNF33AP1	0	0	0	1
CTA-109P11.1	0	0	0	1
CYP2C58P	0	0	0	1
RP4-763G1.2	0	0	0	1
RP11-127L21.1	0	0	0	1
RP11-39H13.1	0	0	0	1
TBC1D3P3	0	0	0	1
RP11-121A14.2	2.13562	1.12249	-0.927957	0.876202
TATDN2P3	0	0	0	1
RP11-158D2.1	0	0	0	1
RP11-310H4.4	0	0	0	1
RPL7AL3	0	0	0	1
CTA-150C2.13	0.0225179	0	-Inf	1
TMSB10P2	0	0	0	1
AC013734.2	0.0251803	0.0591129	1.23118	1
OR6E1P	0.0149024	0.0172514	0.211173	1
FAM83C-AS1	0.900179	1.10174	0.291497	0.956019
RP11-145M4.2	0	0	0	1
TSPY26P	0.0827554	0.273424	1.72421	1
AC092638.2	0	0	0	1
CTC-233O10.1	0	0	0	1
RP11-459J23.1	0	0	0	1
RP11-236P24.1	0	0	0	1
AC016712.2	0	0	0	1
RP11-419N10.5	0	0	0	1
VN1R38P	0	0	0	1
RP11-429A24.4	0	0	0	1
AP000351.10	3.32582	5.8473	0.814061	0.636025
MRPS18BP2	0	0	0	1
AC127391.1	0	0	0	1
RP13-131K19.1	4.83495	5.61192	0.214991	0.978998
RP1-151B14.6	0.254585	0.282165	0.148392	1
SUMO2P1	0	0	0	1
RP1-203C2.4	0	0	0	1
AC026185.1	0	0	0	1
RP11-108M9.5	0	0	0	1
AC010982.2	0	0	0	1
AC093716.1	0	0	0	1
RP11-761E20.1	0.0651768	0.0564937	-0.206268	1
RP11-122K13.12	0.719906	0.406679	-0.823918	0.918301
RP1-5O6.5	0.283281	0	-Inf	1
RP11-413C10.4	0	0	0	1
OR4F29	0	0	0	1
RP11-384B12.2	0	0	0	1
AC010240.2	0.00940975	0	-Inf	1
TMEM185AP1	0.071828	0.0811071	0.175282	1
BX664724.1	0	0	0	1
AC093415.2	0.256728	0.181527	-0.50006	1
AC115115.3	0	0	0	1
NICN1-AS1	0.0522061	0	-Inf	1
KDM5C-IT1	0.106673	0.160635	0.590594	1
RP13-392I16.1	0	0	0	1
RP13-439H18.7	0	0	0	1
LA16c-4G1.5	0.0385773	0	-Inf	1
RP11-753C18.8	0	0	0	1
AC074117.13	0	0	0	1
KDM4E	0	0	0	1
AL162759.1	0	0.0992284	Inf	1
RP1-90L6.3	0	0	0	1
FAM103A2P	2.94059	4.07508	0.470722	0.866609
RP1-107N3.1	0	0	0	1
KRT18P16	0.0287073	0.0201779	-0.508645	1
AF127577.8	0	0	0	1
ZNF652P1	0	0	0	1
RP11-539E19.2	0	0	0	1
MCF2L-AS1	0	0	0	1
RP11-526P5.2	0	0.0336672	Inf	1
RP1-8B22.1	0	0	0	1
RP11-395E19.5	0	0	0	1
SMIM2-IT1	0	0.116226	Inf	1
AP000925.2	0.00808205	0.00935601	0.211173	1
RP11-70C1.3	0.0492889	0	-Inf	1
BRD7P6	0	0	0	1
HLA-W	0	0	0	1
RP4-796I8.1	0	0	0	1
AC114814.3	0	0	0	1
RP11-4B14.1	0	0	0	1
XXbac-B476C20.17	0.0501173	0.0241378	-1.05402	1
AC137723.5	0.0435396	0.0514366	0.240466	1
FAUP1	0.152426	0.258428	0.761653	1
RP11-575L7.8	7.0157	7.10315	0.0178725	0.995537
MRPL53P1	0.405409	0.495338	0.289035	1
AC090627.1	0	0	0	1
HLA-Z	0	0	0	1
RP1-79C4.1	0	0	0	1
RP11-265P11.2	0	0	0	1
GAPDHP34	0	0	0	1
RP11-82K18.2	0	0	0	1
RP11-250H24.4	0	0	0	1
RP11-533K9.2	0	0	0	1
KRTAP19-10P	0	0	0	1
HM13-IT1	2.1553	1.68324	-0.356651	0.960327
AC017116.8	0.137315	0.177599	0.371134	1
RPL23AP69	0	0	0	1
RP11-574K11.20	0.260791	0.324345	0.314635	1
AC005037.6	0	0	0	1
AC012360.4	0.123832	0.1072	-0.208075	1
AC007556.3	0	0	0	1
COTL1P2	0	0	0	1
AC009963.6	0	0	0	1
RP11-509J21.3	0	0.045312	Inf	1
CYP4F61P	0	0	0	1
AC006946.12	0	0	0	1
RP5-1168A5.1	0	0	0	1
RP11-165F24.2	0.243668	0.189459	-0.36303	1
RP11-885N19.5	0	0.421494	Inf	1
RP11-366O20.5	0.104378	0.055477	-0.911862	1
CTB-161A2.4	1.56627	1.92653	0.298671	0.92331
RP1-203C2.3	0	0	0	1
AC016723.4	0	0.0293141	Inf	1
AC114765.2	0	0	0	1
DUSP5P2	0	0.0136357	Inf	1
RP11-626A1.1	0	0	0	1
AC005301.8	0	0	0	1
hsa-mir-107	0	0	0	1
RP1-37M3.8	0	0.0108769	Inf	1
RP11-561N12.6	0	0	0	1
AF196972.3	0	0	0	1
AC114730.11	1.47058	1.22654	-0.261793	0.915687
AC023128.2	0	0	0	1
CTA-276O3.4	0	0	0	1
RP11-381O7.4	0	0	0	1
RP11-428G2.1	0	0	0	1
RP1-159G19.1	0	0	0	1
RP11-399E6.1	0.0696856	0	-Inf	1
AC016292.1	0	0	0	1
SNRPGP10	0	1.43671	Inf	1
RP11-154C3.2	0	0	0	1
RP11-114G11.2	0	0	0	1
RPL36AP15	0	0.581632	Inf	1
CSPG4P5	0.00691386	0.0050422	-0.455439	1
RP4-764D2.1	0	0	0	1
RP11-206L10.3	0.0850286	0.0645269	-0.398046	1
SSR4P1	3.00194	2.1941	-0.452264	0.910655
RP11-332O19.5	0.00507498	0.0332761	2.71302	1
RP11-388B24.4	0	0	0	1
MRPS10P1	0	0	0	1
RPL7P31	0	0	0	1
RP11-477D19.2	0.290277	0.27244	-0.0914912	1
MTND4P31	0	0	0	1
GS1-600G8.5	0	0.0342826	Inf	1
RP11-397A15.4	0	0	0	1
RP11-327L3.1	0.0457081	0.0316762	-0.529052	1
AC018696.7	0	0	0	1
RP11-134K1.3	0	0	0	1
CTD-2651B20.5	0	0	0	1
EPN2-AS1	0.0104332	0.0113037	0.115616	1
LINC00623	0.282934	0.0181237	-3.96451	1
RP11-204P2.3	0	0	0	1
RP4-641G12.4	0	0	0	1
AC114808.3	0	0	0	1
RP11-470L19.2	0.0233017	0.0202331	-0.203721	1
SNORA71B	0.00303169	35.8282	13.5287	1
RP11-397C18.2	0	0	0	1
AC007041.2	0	0.0855113	Inf	1
TTTY4B	0	0	0	1
RP11-414P19.1	0.0408855	0.0148148	-1.46455	1
AC016737.1	0	0	0	1
AC005808.3	0	0	0	1
RP3-339A18.3	0	0.0218653	Inf	1
AC010149.4	0	0	0	1
RPL29P30	0.0647362	0	-Inf	1
RP11-667F9.1	0	0	0	1
AP005136.2	0.013981	0	-Inf	1
RP11-282O18.3	2.47441	3.28468	0.408671	0.892715
AC112211.3	0	0.388885	Inf	1
RPS7P13	0	0	0	1
RP11-342M3.5	2.28251	2.61384	0.195548	0.941417
AC006159.5	0	0	0	1
WI2-2998D17.2	0	0	0	1
AC083875.2	0	0	0	1
ZSWIM5P1	0	0.0064377	Inf	1
AC006373.1	0	0	0	1
RP5-930J4.5	0	0	0	1
AC009960.4	0	0	0	1
RP11-91K11.2	0	0	0	1
AC064865.1	0	0	0	1
DPY19L2P4	0.19308	0.432429	1.16327	0.0676789
RP11-357C3.3	9.67952	12.5443	0.374021	0.171505
ESRRAP2	0	0	0	1
RP11-214J9.1	0.0206347	0	-Inf	1
PSMB3P2	0	0	0	1
XXbac-B476C20.14	0	0	0	1
RP11-74K19.1	0	0	0	1
RP1-279N11.1	0	0	0	1
RP11-3L8.3	0	0	0	1
RP11-480I12.2	4.05823	11.6725	1.52419	0.828964
RP11-142A5.1	0	0	0	1
PNPLA4P1	0	0	0	1
TOPORS-AS1	6.07732	10.9156	0.844881	0.456111
RP11-678B3.2	0.219221	0.433443	0.983454	0.308199
IQCF5-AS1	0	0.0117616	Inf	1
RPS26P31	0.508653	0.25677	-0.986208	1
RP5-928E24.2	0	0	0	1
TAB3P1	0	0	0	1
AC078974.2	0	0	0	1
AC007652.1	0	0	0	1
RP11-513D4.2	0	0	0	1
MRPL50P4	0	0	0	1
RP11-225H22.5	0.0588441	0	-Inf	1
AL033532.1	0.741128	1.01338	0.451387	0.302818
EIF4A1P7	0	0.0226193	Inf	1
RP11-166O4.5	0.362075	0.0527808	-2.7782	0.409724
AF254982.2	0	0	0	1
RP11-122G18.5	2.47821	2.44556	-0.0191287	0.972267
AC006946.15	0.050307	0.0320451	-0.650653	1
RAB9AP4	0	0	0	1
RP11-363D14.1	0	0	0	1
RP11-133O22.6	0.180393	0.0560022	-1.68759	1
AC093415.4	0	0	0	1
GYG2-AS1	0	0	0	1
RP1-101G11.2	0	0	0	1
AC114755.7	0	0	0	1
JARID2-AS1	0.0546258	0.133486	1.28904	1
RP11-386C23.1	0.152291	0.108932	-0.483395	1
RP11-101E5.4	0	0	0	1
AC097499.1	0	0	0	1
RP11-16L9.4	0	0	0	1
AC092415.1	0.605271	0.633459	0.0656709	0.971534
RP11-498P14.4	0	0	0	1
AC010987.5	0	0	0	1
RP11-101E5.2	0	0	0	1
AC012506.4	0	0	0	1
AC073046.25	6.45526	7.77766	0.268862	0.737078
SNX19P2	0	0	0	1
RP4-639F20.1	0.0425678	0.015428	-1.46422	1
AC079799.2	0	0	0	1
RP3-453D15.1	0	0	0	1
RP11-693N9.2	0	0.00681	Inf	1
SLC20A1P2	0	0	0	1
RPS2P7	0.0671104	0.214349	1.67535	1
BX842568.1	0	0	0	1
OFD1P18Y	0	0	0	1
TAB3-AS2	42.6873	49.4488	0.212129	0.93086
RP4-756G23.5	0.0242126	0.00977404	-1.30873	1
AP000226.9	0	0	0	1
AC011196.3	0	0	0	1
AC012075.2	0	0	0	1
USP9YP27	0	0	0	1
AC009505.2	1.93935	2.01226	0.0532468	0.982666
RP11-63P12.7	2.06467	2.29651	0.15353	0.951126
RP11-343J3.5	0	0	0	1
FTLP1	0	0	0	1
RP5-1028L10.2	0	0	0	1
RP5-1073O3.7	0.144706	0.4294	1.56919	1
AGAP1-IT1	0.131205	0.338172	1.36594	1
AC087294.2	0.364387	0.357764	-0.0264603	0.992171
RP11-383H13.1	0.356579	0.674291	0.919151	0.322666
LINC00402	0	0	0	1
RP11-284P20.3	0	0	0	1
FECHP1	0	0	0	1
RP11-532N4.2	0	0	0	1
AC009411.2	0	0	0	1
RP1-230L10.1	0	0	0	1
MTND1P33	0	0	0	1
RPS11P1	0	0	0	1
RP11-230B22.1	0.0207422	0.0115834	-0.840512	1
AC087499.5	0	0	0	1
NDUFB11P1	0	0	0	1
AC073551.1	0	0	0	1
RP11-781D11.1	0	0	0	1
ANKRD26P2	0	0	0	1
RPL6P27	0.0730681	0.0993108	0.442709	1
AC005822.1	0	0	0	1
SUMO1P4	0	0	0	1
RP11-1198D22.1	0	0	0	1
NOL5BP	15.4686	20.1765	0.383333	0.337258
AC002310.12	2.1008	2.33706	0.153756	0.923093
RP11-334A14.8	0.00683279	0	-Inf	1
AP000477.2	0	0.0210404	Inf	1
RP11-86H7.7	0.0593573	0.119259	1.0066	1
BX004987.7	0	0	0	1
NFAM1	0.0989452	0.0623973	-0.665145	1
LINC00533	0	0	0	1
SNX18P14	0	0	0	1
RP11-555H7.2	0	0	0	1
RP3-412A9.12	0	0	0	1
AC073150.6	0	0	0	1
RP4-800F24.1	0	0	0	1
AC092580.4	0	0	0	1
XXbac-B33L19.4	0	0.0679298	Inf	1
AC007283.4	0	0	0	1
GS1-111G14.1	0	0	0	1
RP11-448G4.2	0.0538085	0.124581	1.21117	1
AC007562.1	0	0	0	1
AC008268.1	0	0	0	1
AC011247.3	1.0016	0	-Inf	1
GAPDHP65	0.0120609	0.014157	0.231177	1
GNAS-AS1	0	0.0125573	Inf	1
GS1-600G8.4	0	0	0	1
RBMS3-AS1	0	0	0	1
RP11-380D15.2	0	0	0	1
GAPDHP23	0	0	0	1
AC013402.2	0	0	0	1
RRM2P4	0	0	0	1
RP11-231K24.2	0	0.00878698	Inf	1
POU5F1P3	0	0	0	1
SPANXB1	0	0	0	1
RP5-827C21.1	0.127665	0	-Inf	1
AK4P6	0	0	0	1
NKX1-1	0	0	0	1
AF127936.7	0.623252	0.529064	-1.1623	1
AC013448.2	0	0	0	1
RP1-158P9.1	0	0	0	1
NSRP1P1	0.0316755	0.0071766	-2.14199	1
OR2A13P	0	0	0	1
AJ239322.1	0	0	0	1
ST13P2	0	0	0	1
XXbac-B476C20.10	2.64851	1.41448	-0.904908	0.919371
RP11-324H6.5	0.514161	0.514994	0.00233291	0.991201
RP11-156G14.5	0	0	0	1
AC020743.4	0	0	0	1
LINC00494	0.00387392	0.00363123	-0.0933376	1
RP11-2K17.5	0	0	0	1
RP11-203P2.2	0	0	0	1
RP11-441F11.1	0	0	0	1
SNRPFP4	0.813869	1.02732	0.336022	1
TNR-IT1	0	0	0	1
AC090952.5	0	0.0730503	Inf	1
RNF148	0.0298629	0.0200413	-0.575381	1
AC016644.1	0	0	0	1
NUS1P1	0.509182	0.934728	0.876366	0.220673
RP11-457D2.3	0	0	0	1
MTND6P14	0	0	0	1
AC002069.6	0	0	0	1
AC092646.1	0	0	0	1
LINC00484	0	0	0	1
PTP4A1P5	0	0	0	1
RP1-69M21.2	0.243247	0.173242	-0.489628	1
AC010095.7	0	0	0	1
RP11-242G20.1	0	0	0	1
MTND1P2	0	0	0	1
RP1-172B20.6	0	0	0	1
MXRA5P1	0	0	0	1
AC064850.4	0.0506599	0.0281165	-0.849429	1
RP11-545I5.3	2.51784	2.50967	-0.00468917	0.996479
AC007253.1	0	0	0	1
H3F3AP4	7.28952	9.88689	0.439692	0.00844291
RPL36P18	0	0	0	1
RP11-374M1.5	0	0	0	1
LINC00345	0.346705	0.844595	1.28455	1
AC023085.1	0	0	0	1
SAPCD1-AS1	4.78298	3.81189	-0.327405	0.825594
AC005682.8	0	0	0	1
AC007464.1	0	0	0	1
AC009502.3	0	0	0	1
AC004593.3	0	0.0215789	Inf	1
RPL21P40	0	0.054844	Inf	1
AC090286.2	0.198698	0.0722294	-1.45992	1
RP11-109P14.8	0.0274372	0.130023	2.24456	1
LDHAP2	0.0978452	0.150496	0.621152	1
AC151961.1	0	0	0	1
RP11-34E5.2	0.380828	0.449516	0.239232	0.970857
OR5AN2P	0	0	0	1
RP11-449I17.9	0	0	0	1
AC008746.5	27.8991	15.5186	-0.846219	0.9206
AC018442.1	0	0	0	1
RP11-126D17.1	0	0	0	1
PPIAP20	0	0	0	1
RP11-20F24.4	0	0	0	1
AC116614.1	0	0	0	1
AP000351.13	0	0	0	1
RP11-445N18.6	0	0	0	1
AC006987.5	0	0	0	1
RP11-395P16.1	0	0	0	1
PA2G4P2	0.0206346	0	-Inf	1
CXorf51B	0	0	0	1
CYCSP52	0	0.27139	Inf	1
PCBP2P1	0.0125773	0	-Inf	1
WI2-925H4.1	0	0	0	1
RP13-507I23.1	1.96308	1.2914	-0.60419	0.774027
AC023490.2	0.0515877	0	-Inf	1
RP11-342M3.2	0.0167058	0.0364812	1.1268	1
DICER1-AS1	1.32146	1.52334	0.2051	0.959334
RP11-323A7.1	0	0	0	1
RP5-1097F14.3	0	0	0	1
ANKRD34C	0	0	0	1
RP4-604G5.3	0	0	0	1
AC009487.7	0	0	0	1
AC068542.2	0	0	0	1
MFRP	0	0.010479	Inf	1
AC010141.1	0	0	0	1
RP11-340I6.6	0	0	0	1
AC013268.3	0.0780434	0.0611685	-0.351488	1
RP1-93L7.3	0	0	0	1
AC009299.2	0.178383	0.128962	-0.468031	1
AC007389.3	0.0860563	0.142488	0.727492	1
AC010148.1	0	0	0	1
AC007349.5	0	0	0	1
RP11-29O6.2	0	0	0	1
OR2AF1P	0	0	0	1
AC124997.1	0	0	0	1
RP3-522P13.3	0	0	0	1
HMGN1P36	0	0	0	1
RPL7AP72	0	0	0	1
RP1-10C16.1	0	0	0	1
TRIM60P19	0	0	0	1
RP11-419M24.2	0	0	0	1
RP11-436I24.1	0	0.00714583	Inf	1
RP5-866L20.1	0	0	0	1
RP11-5G18.2	0	0	0	1
RP11-439H9.1	0	0	0	1
RP11-119K6.4	0	0	0	1
RP11-32D17.4	0.0412449	0.236268	2.51814	1
RP11-634B7.4	0	0.0254623	Inf	1
KIAA0040	3.97605	2.98815	-0.41208	0.527984
MAGI2-IT1	0	0	0	1
RP11-339A11.1	0	0	0	1
ARHGAP42P3	0	0	0	1
AC138655.4	0.376704	0.0741864	-2.34421	1
RP11-293G6__B.2	0	0	0	1
SNRPGP5	0	0	0	1
RP11-377N20.1	0	0	0	1
BRD7P5	0	0.00656846	Inf	1
LINC00607	0	0	0	1
AP001625.6	0.0389977	0	-Inf	1
AC023347.1	0	0	0	1
AC063976.2	0	0	0	1
AC000089.3	0.016993	0.0400213	1.23583	1
DPYD-AS2	0	0	0	1
AC130360.8	0	0	0	1
AC079779.5	0	0.0111784	Inf	1
USP17L27	0	0	0	1
XXbac-BPG249D20.9	0.0503781	0.0766504	0.605498	1
RP3-333A15.1	0	0	0	1
HNRNPA1P29	0	0	0	1
AL109767.1	0	0	0	1
ZNRF3-IT1	0.0227585	0	-Inf	1
RP11-219I21.1	0	0	0	1
RP11-73M7.6	0.235194	0.183152	-0.360816	1
RP5-837O21.6	0	0	0	1
RP11-421L21.2	0.265509	0.167668	-0.663157	1
RP11-402G3.6	0.0557148	0	-Inf	1
RP11-219C24.9	0	0	0	1
HCFC1-AS1	0.17099	0.342506	1.00222	1
RP11-343J3.6	0	0	0	1
RP4-535B20.2	0	0	0	1
RP11-348P10.1	0	0.0404547	Inf	1
RP4-646N3.1	0.182828	0.361124	0.982007	0.349278
MYL6P2	0.0684732	0	-Inf	1
RP11-550A9.1	0	0	0	1
RP11-510N19.3	0	0	0	1
ADAM21P1	0.0600096	0.0418076	-0.521429	1
RP11-308B5.2	0	0	0	1
RP1-125N5.2	0	0	0	1
PRELID1P3	0	0.0300943	Inf	1
RP11-543E8.2	0	0	0	1
VN1R17P	0	0	0	1
RP11-359J6.1	0	0	0	1
RP5-1022P6.5	0	0	0	1
IFITM4P	0.157298	0.414583	1.39816	1
RP11-207N4.3	0	0	0	1
LINC00263	2.47168	2.01635	-0.293749	0.164646
RP11-478H13.2	0	0	0	1
FAM90A9P	0	0	0	1
RP11-275O4.2	0	0	0	1
AC005550.6	0	0	0	1
TBCAP2	0	0	0	1
SRGAP3-AS4	0	0	0	1
BHLHE40-AS1	0.439128	0.55497	0.337769	0.921028
CNN2P3	0	0	0	1
AC159540.14	0	0	0	1
RP1-60N8.1	0.0203747	0.03254	0.675434	1
AC124944.4	0.0892164	0.0987809	0.146923	1
AC073333.8	12.6246	10.9409	-0.206513	0.901419
RP5-1051H14.1	0	0	0	1
AC012363.13	0	0	0	1
RP11-356I2.2	0	0	0	1
RP13-16H11.5	0	0.0539099	Inf	1
RP11-272D20.2	0.0316318	0	-Inf	1
LDHAP7	0.0289417	0.0150294	-0.945357	1
AC016689.1	0.0342678	0	-Inf	1
HS6ST2-AS1	0	0	0	1
AC005540.3	0.0275104	0.0161458	-0.768823	1
RP11-655M14.6	0	0	0	1
CTBP2P1	0	0	0	1
RP11-36D19.8	0	0	0	1
AC006978.6	1.49647	1.75029	0.226025	0.829947
AC005237.2	0	0	0	1
RP11-338C15.5	0	0	0	1
B3GALT4	0.897654	0.522923	-0.779562	0.0572707
AC013409.1	0	0	0	1
GSN-AS1	0.0813489	0.0549786	-0.565253	1
GAPDHP31	0	0	0	1
RP1-102G20.4	0	0.195307	Inf	1
AC062016.3	0	0	0	1
RP11-335O4.3	2.59611	2.74538	0.0806531	0.956862
RP11-525A16.1	3.03048	3.45792	0.190355	0.850852
ARHGEF7-AS2	0	0	0	1
FEM1AP4	0	0	0	1
AP001468.1	0.67409	0.48229	-0.483041	0.931696
FAR1P1	0	0	0	1
RP11-59O6.3	0	0	0	1
AC114776.3	0	0	0	1
AC012379.1	22.5207	15.8799	-0.504052	0.807953
RP11-77I22.3	7.18141	8.95677	0.318712	0.251524
AC023115.2	0.15004	0.212068	0.499184	1
RP4-672N11.1	0	0	0	1
RP11-763B22.6	0	0	0	1
AF064858.8	0	0.00966723	Inf	1
TSPEAR-AS1	0.00853505	0.00924719	0.115616	1
PKMP2	0	0	0	1
RP11-460E7.8	0.0444924	0	-Inf	1
AC010154.2	0	0	0	1
IGKV3D-7	0	0	0	1
TM4SF19-AS1	4.80523	7.04341	0.551667	0.947699
RP11-345L23.1	0.162832	0	-Inf	1
RP11-342F21.1	0	0	0	1
RP11-626E13.1	0	0	0	1
CPB2-AS1	0	0.0582704	Inf	1
RBMS3-AS3	0	0	0	1
RP4-580O19.2	0.0390491	0	-Inf	1
RHOA-IT1	0.170538	0.191273	0.165539	1
AP006216.12	0.040775	0.0379752	-0.102626	1
AC019055.1	0	0	0	1
RP1-159A19.3	3.02645	3.8202	0.336022	1
MACROD2-AS1	0	0	0	1
RP13-444K19.1	0	0.0858683	Inf	1
RP11-39K24.14	0	0	0	1
ASH1L-AS1	2.95683	2.73171	-0.114247	0.967215
AC073109.2	0	0	0	1
RP11-323C15.1	0	0	0	1
RP11-479O17.8	0	0	0	1
RP13-650G11.1	0	0	0	1
NEXN-AS1	0.0294156	0.0320529	0.123873	1
RP13-928P6.3	0	0	0	1
RP13-81N3.1	0	0	0	1
C10orf40	0	0	0	1
RP11-250H24.6	0	0	0	1
RP5-1185H19.2	0	0	0	1
AC007405.8	0.0874901	0.0834733	-0.0678052	1
AC008280.1	0	0	0	1
RP11-157L3.4	0	0	0	1
RP11-123B3.2	0.0623573	0	-Inf	1
MTND1P21	0	0	0	1
LCE6A	0	0	0	1
TMEM212-IT1	0	0	0	1
ZNF815P	2.24919	3.10329	0.464392	0.232337
AC002543.2	0.00514942	0	-Inf	1
LL0XNC01-240C2.1	0	0	0	1
EGOT	0	0	0	1
AC061961.2	0	0	0	1
DUX4L15	0	0	0	1
AC009965.1	0	0	0	1
TTC28-AS1	10.0683	12.3029	0.289179	0.774519
AC096582.10	0.107361	0.0409574	-1.39027	1
COX7CP1	3.30002	3.8202	0.211173	1
UBOX5-AS1	0.072727	0.0273071	-1.41322	1
AC009237.17	0	0	0	1
PNMA6C	0	0	0	1
RP11-462L8.2	0	0	0	1
MCCD1P1	0	0.225904	Inf	1
FXYD6P2	0	0	0	1
AP000431.1	0	0	0	1
COX5BP3	0.141459	0	-Inf	1
AC079112.1	0	0	0	1
CHEK2P4	0	0	0	1
RP11-472G23.10	0	0	0	1
VN2R19P	0	0	0	1
RP1-106C24.1	0	0	0	1
RP1-197J16.1	0	0	0	1
AC018816.3	3.7164	0.951	-1.96639	0.255272
AC004448.5	0	0.0498107	Inf	1
AC023274.4	0	0	0	1
AC007875.3	0	0	0	1
RP11-176F3.8	0.120262	0.0602236	-0.997781	1
GPC5-AS1	0	0	0	1
RP11-495P10.4	0	0	0	1
MORC2-AS1	0.727784	0.805522	0.146413	0.93869
RP11-323D18.5	0.282492	0.0871755	-1.69622	1
RP11-143H17.1	0	0	0	1
GRAMD4P2	0	0	0	1
AC007559.1	0	0	0	1
RP3-470B24.5	0	0	0	1
AC007556.2	0	0	0	1
RP11-97N19.2	0	0	0	1
AC109642.1	0	0	0	1
TAAR7P	0	0	0	1
RP11-403I13.8	0.495915	0.63589	0.358684	0.517762
CTB-75G16.1	0.338243	0.310492	-0.123505	1
AC007050.17	0	0	0	1
RP4-800M22.4	0	0	0	1
RP11-438P9.1	0	0	0	1
AC105921.5	0	0	0	1
AC011747.4	0.351593	0.38849	0.143973	0.878322
RP11-293F5.1	0	0	0	1
HIGD1AP12	0	0	0	1
RP3-332B22.1	0.0626906	0.0442063	-0.503997	1
AC011290.5	0.264073	0.157553	-0.745103	1
RP1-3J17.3	0.0138222	0.052342	1.92098	1
ASMTL-AS1	6.31492	5.15039	-0.294082	0.667466
RP4-814D15.1	0	0.0214433	Inf	1
RP11-195C7.1	0.163193	0.0384984	-2.08371	1
RP11-160E2.16	0	0	0	1
RP11-483H20.6	0	0	0	1
RP11-463J7.1	0	0	0	1
AC009237.14	0	0	0	1
PATE3	0	0	0	1
RP11-323C15.2	0	0	0	1
AL953854.2	0	0.00255292	Inf	1
RP11-108M21.1	0	0	0	1
RP11-269F20.1	0	0	0	1
OR5H14	0	0	0	1
RP11-90O23.1	0	0	0	1
LINC00445	0	0	0	1
AC019117.2	0	0	0	1
CHIAP1	0	0.0287619	Inf	1
AC013791.2	0	0	0	1
RP1-203C2.2	0	0	0	1
RP11-78C6.1	0	0	0	1
FABP5P2	0	0	0	1
RP3-467K16.7	0	0.0251643	Inf	1
AC004920.3	0	0	0	1
AC073410.1	0	0	0	1
AC013470.6	0	0	0	1
AC104777.2	0.00416853	0	-Inf	1
MYCBP2-AS1	2.79853	3.07846	0.137537	0.9699
LL22NC03-86D4.1	0	0	0	1
RP11-259F4.1	0.181945	0.167106	-0.122739	1
LL22NC03-104C7.1	0.0539503	0.448467	3.0553	0.666867
RP11-423O2.2	0.150468	0.173465	0.205188	1
GAPDHP14	0.122206	0.112599	-0.118123	1
RP11-215A21.2	0.130161	0.47085	1.85497	0.565047
HSPB1P1	0.601871	0	-Inf	1
GSTM5P1	0	0	0	1
RP6-191P20.4	0	0	0	1
RP1-117O3.2	0.0123432	0.0233707	0.920985	1
RP11-389O22.1	0.237812	0.613219	1.36658	0.636909
AC016561.1	0	0	0	1
RP5-1011O1.3	0.0279369	0.0260187	-0.102626	1
RP11-281B1.2	0	0	0	1
RP11-487E1.2	0	0	0	1
RP11-121P10.1	0	0	0	1
RP11-264J4.5	0	0	0	1
RP11-232D9.2	0	0	0	1
AC095067.1	0.0814547	0.115423	0.502858	1
RP1-32I10.11	0	0.0657663	Inf	1
YAP1P2	0	0	0	1
AC074389.9	21.8019	27.0276	0.309982	0.0946277
NTM-IT1	0	0	0	1
OR13E1P	0	0	0	1
ACTG1P4	0.0261129	0.0389102	0.575388	1
HMGN2P28	0	1.21898	Inf	1
AC015842.1	0.0466734	0.0352208	-0.406175	1
LDHAP3	0.0151578	0.0596605	1.97671	1
RP3-473B4.3	0	0.0629562	Inf	1
LINC00417	0.00948503	0	-Inf	1
LINC00545	0	0	0	1
RP11-49O14.2	0.101332	0.041993	-1.27086	1
BNIP3P2	0	0	0	1
RP11-148B18.4	0.0291429	0	-Inf	1
AC013403.13	0	0	0	1
RAC1P7	0	0	0	1
RP4-639J15.1	0	0	0	1
RP11-359J6.2	0.0257911	0	-Inf	1
ZBTB22	4.51727	3.95984	-0.190008	0.360544
AC000110.1	0	0.0378213	Inf	1
