symbol	uninfected_48.FPKM	SC35M_dNS1_48.FPKM	uninfected_48_SC35M_dNS1_48.logfc	uninfected_48_SC35M_dNS1_48.qvalue
U6	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	163.63	0	-Inf	1
RNU1-17P	0	0	0	1
RNA5SP257	0	0	0	1
snoU2_19	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP463	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
RNU5B-2P	0	0	0	1
RNA5S10	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORD114-16	0	0	0	1
RMRP	63.044	56.8903	-0.148177	0.86027
U4	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U3	0	0	0	1
RNA5SP405	0	0	0	1
RNU1-18P	0	0	0	1
Y_RNA	0	0	0	1
SNORD81	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
SNORD114-19	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP443	0	0	0	1
SNORA2	0	0	0	1
SNORD115-14	0	0	0	1
SNORD1B	0	0	0	1
Y_RNA	0	243.253	Inf	1
U6	0	0	0	1
Y_RNA	0	0	0	1
SNORD115-19	0	0	0	1
SNORD115-3	0	0	0	1
U6	0	0	0	1
7SK	0.281063	0	-Inf	1
SNORA73	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP264	0	0	0	1
U6	0	0	0	1
VTRNA1-1	0	0	0	1
RNA5SP145	0	0	0	1
SNORD113-5	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORD76	0	0	0	1
RNA5SP448	0	0	0	1
Y_RNA	0	0	0	1
U8	0	0	0	1
RNA5SP98	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U4	0	0	0	1
RNA5SP65	0	0	0	1
RNA5SP32	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U3	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
SNORD45	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
RNA5SP218	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U4	0	0	0	1
SNORA30	0	0	0	1
RNY4P9	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U4	0	0	0	1
SNORD44	0	0	0	1
SNORA25	0	0	0	1
RNA5SP326	0	0	0	1
SNORD68	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORA73B	97.8053	63.5167	-0.622777	0.936413
SNORD114-31	0	0	0	1
Y_RNA	0	2300.94	Inf	1
7SK	0	0.382548	Inf	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORD56	0	0	0	1
SNORA51	0	0	0	1
RNA5SP123	0	0	0	1
RNA5SP440	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	641.701	Inf	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORA63	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORD113	0	0	0	1
7SK	0	0	0	1
U6	821.165	412.862	-0.992013	0.909947
RNU6-23	0	0	0	1
SNORD103A	0	0	0	1
RNU5B-1	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
SNORD115-18	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP350	0	0	0	1
RNU5D-1	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNU1-19P	0	0	0	1
Y_RNA	0	0	0	1
SNORD85	0	0	0	1
TERC	0.838191	0.262187	-1.67668	0.410964
U6	0	0	0	1
RNU1-20P	0	0	0	1
SNORD1C	0	0	0	1
U6	0	0	0	1
U8	0	0	0	1
RNU1-21P	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
RNU1-22P	0	0	0	1
SNORD74	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNY4P27	0	0	0	1
U6	0	0	0	1
SNORD113-6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U3	0	0	0	1
U6	0	0	0	1
RNA5SP382	0	0	0	1
RNA5SP197	0	0	0	1
SNORD115-13	0	0	0	1
SNORD3B-1	0	0	0	1
RNU1-23P	0	0	0	1
SNORA27	0	0	0	1
SNORA70	0	0	0	1
RNA5SP133	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
RNA5SP263	0	0	0	1
U6	0	0	0	1
RNA5SP214	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORD35A	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNU6-66	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U4	46.1309	23.931	-0.946856	0.907388
RNA5SP199	0	0	0	1
RNA5SP352	286.627	386.242	0.43033	0.952798
SNORD114-10	0	0	0	1
SNORD114-21	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	778.933	0	-Inf	1
Y_RNA	0	0	0	1
SNORA18	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP393	0	0	0	1
SNORA36	0	0	0	1
U6	0	0	0	1
U1	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP483	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP215	0	0	0	1
7SK	0	0	0	1
RNA5-8SP7	0	0	0	1
Y_RNA	0	0	0	1
U3	0	0	0	1
RNU5A-3P	0	0	0	1
SNORA63	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP391	0	0	0	1
RNA5SP62	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP333	0	0	0	1
U1	0	0	0	1
U1	0	0	0	1
RNA5S8	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
SNORA71D	29.154	30.8638	0.0822201	1
SNORA72	0	0	0	1
U6	0	273.82	Inf	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORD113-8	0	0	0	1
U6	0	0	0	1
RNA5S17	0	0	0	1
RNU5E-8P	0	0	0	1
RNU5E-10P	0	0	0	1
SNORD56	0	0	0	1
RNU5B-4P	0	0	0	1
7SK	0	0	0	1
RNA5S4	0	0	0	1
SNORA42	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORA38B	34.7367	0	-Inf	1
Y_RNA	0	0	0	1
SNORD115-24	0	0	0	1
U6	0	273.82	Inf	1
SNORD114-23	0	0	0	1
U6	0	0	0	1
RNA5SP74	0	0	0	1
RNA5SP346	0	0	0	1
SNORD114-26	0	0	0	1
SNORA63	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORD45	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U4	0	0	0	1
Y_RNA	0	0	0	1
RNA5-8SP2	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORD45	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORD118	7.98061E-62	0	-Inf	1
RNA5SP403	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
RNA5SP507	0	0	0	1
7SK	0	0	0	1
SNORD115-41	0	0	0	1
SNORD114-28	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
SNORD115-11	0	0	0	1
RNA5SP322	0	0	0	1
7SK	0	0	0	1
U3	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U8	0	0	0	1
Y_RNA	709.629	0	-Inf	1
SNORD115-5	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNY4P2	0	0	0	1
RNA5SP378	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
RNY4P14	0	0	0	1
RNA5SP457	0	0	0	1
U6	0	0	0	1
SNORD35B	0	0	0	1
SNORA33	114.622	83.7239	-0.453176	0.944088
SNORA25	0	0	0	1
RNY4P6	0	0	0	1
U3	0	0	0	1
7SK	0	0.390859	Inf	1
Y_RNA	0	0	0	1
U3	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	337.144	0	-Inf	1
RNA5SP429	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORD115-39	0	0	0	1
RNU5F-7P	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP514	0	0	0	1
Y_RNA	537.01	0	-Inf	1
SNORD115-33	0	0	0	1
U6	0	0	0	1
U1	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP50	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORD114-11	0	0	0	1
Y_RNA	0	0	0	1
SNORD114-25	0	0	0	1
RNA5SP349	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP447	0	0	0	1
SNORA7	0	0	0	1
U6	0	0	0	1
SNORD18A	0	0	0	1
RNA5S6	0	0	0	1
RNA5SP325	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORD113-7	0	0	0	1
Y_RNA	0	0	0	1
SNORD114-27	0	0	0	1
RNU5F-3P	0	0	0	1
SNORD115-37	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNA5SP343	0	0	0	1
RNA5SP114	0	0	0	1
Y_RNA	0	0	0	1
SNORA25	0	0	0	1
U4	0	0	0	1
SNORA74	0	0	0	1
SNORA5B	10.2048	0	-Inf	1
Y_RNA	0	0	0	1
SNORD116-10	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
7SK	0	0.317083	Inf	1
SNORD18	0	0	0	1
SNORD115-4	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
RNY3P3	0	0	0	1
RNA5SP335	0	0	0	1
Y_RNA	0	0	0	1
U3	49.9007	43.8602	-0.186145	0.938403
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORD45	0	0	0	1
7SK	0	0	0	1
RNA5SP27	0	0	0	1
SNORD81	0	0	0	1
RNA5SP28	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
RNA5SP260	0	0	0	1
U6	0	0	0	1
SNORD115-8	0	0	0	1
U6	0	0	0	1
SNORD79	0	0	0	1
U1	0	0	0	1
U6	0	0	0	1
SNORD38	0	0	0	1
RNY4P8	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP472	0	0	0	1
RNA5SP161	0	0	0	1
Y_RNA	0	0	0	1
U1	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORD56	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP68	0	0	0	1
U6	0	0	0	1
SNORD115-16	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	389.99	943.613	1.27476	1
7SK	0	0	0	1
SNORD8	0	0	0	1
RNA5SP234	0	0	0	1
Y_RNA	0	321.816	Inf	0.475037
U1	0	0	0	1
U6	0	0	0	1
SNORA80	0	0	0	1
7SK	0	0	0	1
RNU4-1	0	24.2281	Inf	1
U6	0	0	0	1
U6	0	0	0	1
U1	0	0	0	1
SNORD115-28	0	0	0	1
RNA5SP275	0	0	0	1
U1	0	0	0	1
SNORD115-6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORA38	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
SNORD114-2	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
SNORD36B	0	0	0	1
SNORD114-4	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	778.933	824.615	0.0822201	1
RNA5SP48	0	0	0	1
RNU6-82	0	0	0	1
Y_RNA	0	0	0	1
RNY4P4	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORD27	0	0	0	1
RNA5SP499	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
RNA5SP456	0	0	0	1
RNA5SP399	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORD14E	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U1	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U4	0	0	0	1
RNA5SP99	0	0	0	1
SNORD74	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
SNORD74	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U1	0	0	0	1
U6	0	0	0	1
SNORD46	0	0	0	1
RNA5SP435	0	242.211	Inf	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORD115-32	0	0	0	1
Y_RNA	0	0	0	1
SNORD74	0	0	0	1
U6	0	0	0	1
SNORA74A	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
SNORD95	0	0	0	1
RNU5A-8P	0	0	0	1
U4	0	0	0	1
U1	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORA3	3.20342E-105	0	-Inf	1
RNA5SP493	0	0	0	1
U6	0	0	0	1
SNORD115-30	0	0	0	1
SNORA25	0	0	0	1
U1	0	7.70509	Inf	1
Y_RNA	0	0	0	1
SNORD74	0	0	0	1
RNA5SP516	0	0	0	1
U6	0	0	0	1
SNORA58	0	0	0	1
Y_RNA	0	0	0	1
SNORD46	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP232	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
SNORD74	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
Y_RNA	201.304	0	-Inf	1
U6	0	0	0	1
U1	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP469	0	0	0	1
SNORD113	0	0	0	1
RNA5SP242	0	0	0	1
SNORA38	0	0	0	1
U6	337.144	0	-Inf	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNA5SP336	0	0	0	1
RN7SKP4	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
U4	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U4	0	0	0	1
U6	0	0	0	1
7SK	0.257117	0	-Inf	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNA5SP394	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNA5SP387	0	0	0	1
U6	0	0	0	1
RNY1	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNU6-11	0	0	0	1
U1	0	0	0	1
RNA5SP245	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U1	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORA58	0	0	0	1
SNORA4	0	0	0	1
Y_RNA	593.72	649.669	0.129923	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
U1	0	0	0	1
SNORD115-42	0	0	0	1
RNA5SP175	0	0	0	1
RNA5SP42	0	0	0	1
SNORD56	0	0	0	1
U6	0	0	0	1
RNU1-24P	0	0	0	1
SNORA62	0	0	0	1
Y_RNA	0	0	0	1
RN7SKP10	0	0	0	1
U6	0	0	0	1
U4	0	0	0	1
U6	0	0	0	1
RNA5SP368	0	0	0	1
U1	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U1	0	0	0	1
U4	0	0	0	1
RNA5SP202	0	0	0	1
U4	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
snoU2_19	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORD42	0	0	0	1
RNA5SP139	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	161.901	Inf	1
Y_RNA	0	0	0	1
U4	0	0	0	1
U6	0	0	0	1
RNA5-8SP3	0	0	0	1
Y_RNA	0	0	0	1
SNORA63	0	0	0	1
U4	0	0	0	1
Y_RNA	0	0	0	1
SNORD114-9	0	0	0	1
U6	0	0	0	1
RNY1P1	0	0	0	1
U6	0	0	0	1
SNORA25	0	0	0	1
SNORD114-13	0	0	0	1
RNU4-10P	23.3033	0	-Inf	1
U6	0	0	0	1
U6	0	0	0	1
SNORD114-6	0	0	0	1
SNORD73	0	0	0	1
U6	0	0	0	1
U1	0	0	0	1
U6	0	0	0	1
RNA5SP192	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
5S_rRNA	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
U1	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
U4	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORD115-27	0	0	0	1
RNA5SP130	0	0	0	1
SNORA65	170.034	127.827	-0.411624	0.953495
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP72	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
SNORA7	0	0	0	1
U4	0	0	0	1
SNORD114-30	0	0	0	1
RNA5S9	0	0	0	1
U6	0	0	0	1
RNA5SP142	0	0	0	1
SNORD115-22	0	0	0	1
U3	0	0	0	1
SNORD32B	0	0	0	1
SNORD115-23	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U4	0	0	0	1
Y_RNA	0	0	0	1
U3	0	0	0	1
RNA5SP69	0	0	0	1
RNU105B	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5S14	0	0	0	1
RNA5SP500	0	0	0	1
7SK	0	0	0	1
RNA5SP433	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U3	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORA70	0	0	0	1
RNY4P23	0	0	0	1
Y_RNA	0	0	0	1
U4	0	0	0	1
U6	0	0	0	1
SNORA32	0	0	0	1
U6	0	0	0	1
SNORA68	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORA71	0	0	0	1
RNA5SP140	0	0	0	1
7SK	0	0	0	1
U8	0	0	0	1
SNORD14B	0	0	0	1
Y_RNA	0	0	0	1
SNORA68	0	0	0	1
snoZ40	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP141	0	0	0	1
RNA5SP204	0	0	0	1
SNORA71B	29.154	30.8638	0.0822201	1
RNA5SP512	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U4	0	0	0	1
U6	0	0	0	1
U4	0	0	0	1
RNA5SP515	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
RNA5SP509	0	0	0	1
SNORA63	0	0	0	1
U6	0	0	0	1
Y_RNA	1582.31	0	-Inf	1
U6	0	0	0	1
SNORA55	30.4672	29.1732	-0.0626134	1
RNU4-4P	0	0	0	1
Y_RNA	0	0	0	1
SNORA51	0	0	0	1
Y_RNA	0	0	0	1
SNORA16	0	0	0	1
RNA5SP379	0	0	0	1
RNY4P7	0	0	0	1
U6	0	0	0	1
RNA5SP353	0	0	0	1
SNORD115-17	0	0	0	1
Y_RNA	0	0	0	1
SNORD45B	0	0	0	1
Y_RNA	0	0	0	1
U4	0	0	0	1
RNA5SP78	0	0	0	1
U1	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORD113	0	0	0	1
Y_RNA	0	0	0	1
SNORD74	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
SNORA71C	201.466	272.051	0.433341	0.931219
SNORA51	0	0	0	1
U6	0	0	0	1
RNA5SP513	0	0	0	1
U6	0	0	0	1
RNA5SP205	0	0	0	1
U6	0	0	0	1
RNA5SP478	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP194	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
SNORA1	0	0	0	1
SNORA62	0	0	0	1
SNORA16B	27.5571	32.9294	0.256952	1
U4	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
SNORD114-15	0	0	0	1
U1	22.6034	0	-Inf	0.237533
U6	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP510	0	0	0	1
SNORD114-17	0	0	0	1
U4	0	0	0	1
Y_RNA	0	0	0	1
U1	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
7SK	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNA5S2	0	0	0	1
U6	0	0	0	1
snoU2_19	0	0	0	1
RNA5SP517	0	0	0	1
RNA5SP132	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
SNORA71A	99.1499	70.5347	-0.491279	0.934703
7SK	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
U4	0	0	0	1
U4	0	0	0	1
U4	0	0	0	1
RNA5SP84	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
U4	0	0	0	1
U1	15.9323	0	-Inf	1
RNA5SP505	0	0	0	1
SNORA67	0	0	0	1
RNA5SP51	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
RNU4-7P	0	0	0	1
Y_RNA	0	0	0	1
SNORD115-48	0	0	0	1
Y_RNA	0	0	0	1
RNY4P16	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORA14A	0	0	0	1
Y_RNA	0	0	0	1
U4	0	0	0	1
Y_RNA	0	0	0	1
RNU6-40	0	0	0	1
U6	0	0	0	1
RNU12-2P	0	0	0	1
SNORA20	0	0	0	1
RNU6-60	0	0	0	1
Y_RNA	0	0	0	1
RN7SKP6	0	0	0	1
SNORD74	0	0	0	1
Y_RNA	0	0	0	1
SNORD31	0	0	0	1
RNA5SP90	0	0	0	1
SNORD113-4	0	0	0	1
U3	0	0	0	1
SNORD32A	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	3020.06	0	-Inf	1
SNORD115-15	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
7SK	0.916646	0.284653	-1.68716	0.774428
RNA5SP506	0	0	0	1
U6	0	0	0	1
SNORD114-29	0	0	0	1
RNY1P2	0	0	0	1
SNORD80	0	0	0	1
RNA5SP334	0	0	0	1
U1	7.86943	0	-Inf	1
SNORD113-3	0	0	0	1
SNORA25	0	0	0	1
RNA5SP396	0	0	0	1
U6	0	0	0	1
RNA5SP359	0	0	0	1
U6	0	0	0	1
SNORD113	0	0	0	1
U6	0	0	0	1
RNA5SP125	0	0	0	1
7SK	0	0	0	1
SNORD87	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNA5SP173	0	0	0	1
RNA5SP479	0	0	0	1
SNORA43	0	0	0	1
RNA5SP160	0	0	0	1
U1	6.49166	0	-Inf	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNU6-34	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
SNORD3B-2	0	0	0	1
U6	0	0	0	1
SNORD52	0	0	0	1
Y_RNA	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
RNA5SP267	0	0	0	1
RNA5SP302	0	0	0	1
U6	0	0	0	1
SNORA5C	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
Y_RNA	10061.5	34905.5	1.79462	0.759726
U6	0	0	0	1
7SK	0	0	0	1
SNORD14A	0	0	0	1
SNORD117	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
RNA5SP189	0	0	0	1
SNORA63	0	0	0	1
U6	0	0	0	1
RN7SKP9	0	0	0	1
7SK	0	0	0	1
U6	0	0	0	1
Y_RNA	0	0	0	1
RNU5E-4P	0	0	0	1
U6	0	0	0	1
RNU4-8P	0	21.2012	Inf	1
SNORA27	0	0	0	1
SNORA73A	8.01196	6.91241	-0.212966	0.965451
U8	0	0	0	1
U8	0	0	0	1
SNORA71	0	0	0	1
RNA5SP488	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORA73	0	0	0	1
RNY4P17	0	0	0	1
Y_RNA	0	0	0	1
RNU4-9P	0	0	0	1
RNA5SP149	0	0	0	1
SNORD48	0	0	0	1
U6	0	0	0	1
U6	0	0	0	1
SNORA33	0	0	0	1
Y_RNA	0	0	0	1
SNORD115-1	0	0	0	1
SNORD1A	0	0	0	1
SNORD114-3	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP166	0	0	0	1
SNORD31	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
snosnR60_Z15	0	0	0	1
RNA5SP331	0	0	0	1
Y_RNA	0	0	0	1
RNA5SP298	0	0	0	1
Y_RNA	0	0	0	1
SNORA51	0	0	0	1
SNORD50B	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
RNA5SP97	0	0	0	1
Y_RNA	0	0	0	1
snoU2-30	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
Y_RNA	0	0	0	1
U6	0	0	0	1
7SK	0	0	0	1
