symbol	Uninfected_24.FPKM	SC35M_wt_24.FPKM	uninfected_24_SC35M_wt_24.logfc	uninfected_24_SC35M_wt_24.qvalue
RP11-166N17.3	0	0	0	1
RP11-2P2.1	0	0	0	1
RP11-528N21.2	0	0	0	1
LINC00348	0	0	0	1
PRPS1P1	0	0	0	1
RP4-635E18.7	0.0214943	0.0377995	0.814412	1
AC004112.4	0	0.140683	Inf	1
RP1-212P9.2	0	0	0	1
AC010894.3	2.45538	5.45331	1.15119	0.113143
RP11-212D3.4	0	0	0	1
RP11-350G8.3	0.24122	0.445348	0.884586	0.441859
AC093901.1	0.0353095	0	-Inf	1
DUTP3	0	0	0	1
RP11-48F14.2	0	0	0	1
AC109638.1	0	0	0	1
RP5-1119O21.2	0	0	0	1
RP11-569A11.1	1.1678	0	-Inf	1
SHROOM2P1	0	0	0	1
RP11-500G22.2	0.381979	0.998078	1.38566	0.598059
RP13-77O11.8	0	0	0	1
RP11-122M14.3	0	0	0	1
LHFPL3-AS1	0	0.0625294	Inf	1
BX276092.2	0	0	0	1
AC135178.7	0	0	0	1
AC002472.11	0.195307	0.208621	0.0951364	1
CDY14P	0	0	0	1
AC005154.8	0.51231	0.2071	-1.30669	1
ZNF877P	0	0	0	1
RP11-36N20.1	0	0	0	1
RP11-575L7.2	0.629976	1.14405	0.860779	0.614976
GSTM3P2	0.0653472	0	-Inf	1
XX-2136C48.7	0	0	0	1
H3F3AP5	0	0	0	1
RP4-782L23.2	0	0	0	1
AC016727.3	0	16.7173	Inf	1
KB-1183D5.9	0	0	0	1
AC093787.1	0	0	0	1
ERVMER34-1	0.0440214	0.479706	3.44587	0.557125
RP11-561G1.3	0	0	0	1
RP11-474I16.8	0.266196	0.618675	1.21669	0.521564
LA16c-395F10.1	11.7076	9.31391	-0.329988	0.968202
RP11-182I10.3	0.00695939	0.0458836	2.72095	1
BX004987.6	0	0	0	1
RP11-298J20.3	0.0175436	0.138245	2.97821	1
RP11-432J24.5	0.263531	0.11303	-1.22126	1
CHCHD2P1	0	0	0	1
LINC00354	0	0	0	1
RP11-561O23.8	0	0	0	1
AC005040.3	0	0	0	1
TTTY4	0	0	0	1
CT45A6	0.423076	0.638804	0.594457	0.316606
HIST1H2BPS3	0	0	0	1
ISCA2P1	0	0	0	1
BSN-AS2	0.00719371	0.0887579	3.62507	1
AC068137.13	0	0	0	1
RP11-328M4.3	0	0	0	1
AC010086.1	0	0	0	1
RP11-80B9.1	0.0298371	0	-Inf	1
RP5-1068B5.3	0.862829	1.96272	1.1857	0.221079
LINC00454	0	0	0	1
AC007271.3	0	0	0	1
AC010423.1	0	0	0	1
RP11-302I18.3	0	0	0	1
AC068491.4	0.0700529	0	-Inf	1
CT47A11	0	0	0	1
GTF2IP2	0	0	0	1
RP11-91E8.1	0.0165747	0	-Inf	1
LINC00161	0	0	0	1
RP11-445N18.2	0	0	0	1
RP11-117D22.1	0	0	0	1
AC062021.1	0	0	0	1
RBMY1J	0	0	0	1
IL9RP3	0.0220586	0.04087	0.889701	1
ALG1L5P	0	0	0	1
RP1-120G22.11	1.38214	3.4868	1.335	0.701058
RP11-564A8.4	0	0	0	1
AC062022.1	0	0	0	1
RP1-52J10.9	0	0	0	1
RP5-1068H6.3	0	0	0	1
OR6K5P	0	0	0	1
DANCR	46.6143	209.279	2.16658	0.000538752
RP11-15J10.7	0	0	0	1
RP4-714D9.4	0	1.41204	Inf	1
AC010890.1	12.1004	18.8953	0.642974	0.224239
RP5-983L19.2	0.00233789	0.0595934	4.67187	1
AC104306.4	0	0.344582	Inf	1
AP000432.2	0	0.179413	Inf	1
RP4-533D7.4	0.0232599	0.20811	3.16142	1
RNA28S5	1980.27	13966.4	2.81819	0.000538752
RP5-837O21.1	0	0.0635338	Inf	1
AC018463.5	0	0	0	1
RAC1P6	0	0	0	1
AC078883.4	0.309613	0.362915	0.229163	1
RP11-575L16.2	0.231145	0	-Inf	1
AC003088.1	0.0952218	0	-Inf	1
HAUS4P1	0	0	0	1
LINC00423	0.0154209	0	-Inf	1
RP11-547D24.3	0	1.2349	Inf	1
RP11-82H13.2	0	0	0	1
AF196972.4	0	1.51583	Inf	0.000538752
AC013717.3	0	0.10407	Inf	1
RP4-663N10.2	0	0	0	1
AL445989.1	0	0	0	1
AC006987.6	0	0	0	1
COX6A1P2	0.0921965	0.465129	2.33485	1
HMGN1P24	0	0	0	1
MAGI2-AS2	0	0	0	1
LTA	0.0472018	0.415091	3.13652	0.00592986
FAM108A7P	0	0	0	1
CENPC1P1	0	0	0	1
AP000235.2	0	0	0	1
RP4-591B8.2	0	0	0	1
RP11-142G7.2	0	0	0	1
RP11-543B16.2	0.0452249	0.202904	2.16561	1
RP11-544A12.5	0	0.989124	Inf	0.000538752
AL049758.2	0	0	0	1
RP11-543F8.2	0	0	0	1
AC112229.6	0.315361	0	-Inf	1
AC144525.1	0	0	0	1
AC012593.1	0	0	0	1
LINC00658	0	0	0	1
AP000477.3	0	0	0	1
RP11-291J9.1	0	0	0	1
AC073325.2	0	0	0	1
HSPD1P14	0	0	0	1
NBPF2P	0.0234561	0	-Inf	1
SNRPEP10	0	0	0	1
AC108032.1	0	0	0	1
AC011718.3	0	0	0	1
RP5-956O18.2	0.0777127	0	-Inf	1
AC105253.1	0.00648025	0.0049641	-0.384517	1
RP3-417G15.1	0.286461	1.40938	2.29865	0.324778
FUNDC2P4	0	0.471985	Inf	1
RP11-336K24.6	2.6103	2.53687	-0.0411667	0.991151
C17orf112	0	0	0	1
RP1-97J1.2	0	0	0	1
OR7E96P	0	0	0	1
AC007285.6	0	0.0327084	Inf	1
RP11-548K12.6	0	0	0	1
RP11-262K1.1	0	0.0188171	Inf	1
AC007036.6	0	0	0	1
IL6STP1	0	0	0	1
OR7E101P	0	0	0	1
AC007557.3	0	0	0	1
OR51A3P	0	0	0	1
SLC8A1-AS1	0	0	0	1
RP11-168P8.3	0	0	0	1
RP11-34E5.4	0	0	0	1
AC105461.1	0	0	0	1
RP11-234N17.1	0	0	0	1
RP11-3N2.8	0	0	0	1
LINC00511	2.88608	1.25876	-1.1971	0.0157125
AC005077.12	0.0292329	0.0272439	-0.10166	1
ITGB2-AS1	0.476378	0.793477	0.736082	0.292857
RP11-533F5.2	0	0.137515	Inf	1
RP6-1O2.1	0	0	0	1
RP11-286M16.1	0	0	0	1
RP11-98D18.1	0	0	0	1
AC012065.4	0.377507	0.237358	-0.669437	0.713754
RP11-134G8.2	0	0	0	1
RP11-460I13.2	0	0	0	1
C14orf132	0.0439717	0.0827496	0.912177	1
RP11-395B7.4	0	0.229895	Inf	1
FDX1P2	0	0.222997	Inf	1
AC009961.5	0	10.2893	Inf	0.363305
RP11-418J17.2	0.0174721	0	-Inf	1
WDR46	46.0595	65.7463	0.513409	0.0714471
RP13-34L8.7	0	0	0	1
ANHX	0	0	0	1
LINC00629	0.203865	0.569681	1.48254	0.174432
AC079779.7	0	0	0	1
RP11-115A15.4	0	0	0	1
RPL41P1	0	0	0	1
RP3-363L9.1	0	0	0	1
RP3-340N1.2	0	0	0	1
DPPA3P1	0	0	0	1
RP11-12A16.3	0	0	0	1
CNN2P2	0	0	0	1
RP11-191G24.1	2.58522	5.89825	1.19	0.795756
RP11-4E23.2	3.18938	3.38769	0.0870258	0.98062
RP3-466I7.1	0	0	0	1
SDHDP2	0	0	0	1
AP000472.3	0	0	0	1
RP11-4C20.4	0.653886	0.44892	-0.542583	0.931878
AC107983.4	0.106708	0.232271	1.12214	1
AC004448.2	0	0.176162	Inf	1
CTD-2021A8.3	0.0843469	0	-Inf	1
RP11-543P15.1	2.36736	2.79967	0.24198	1
AL592494.5	0.00483293	0.151836	4.97347	1
L29074.3	0.0346759	0	-Inf	1
RP11-144A16.5	0	0	0	1
RBMX2P5	0	0	0	1
AC084149.2	0	0	0	1
RP1-135L22.1	0	0	0	1
AP000402.3	0	0	0	1
RP5-1028L10.1	0	0	0	1
RP11-565P22.2	0.0373855	0	-Inf	1
HMGB3P8	0	0	0	1
RP11-742N3.1	875.673	3551.38	2.01992	0.000538752
AC073636.1	0	0	0	1
RP11-433J20.2	0	0	0	1
RP11-438F14.1	0	0	0	1
RP11-90C4.4	0	0	0	1
PARP1P1	0	0	0	1
AC096574.5	0	0	0	1
IGHD1-14	0	0	0	1
RP11-510N19.4	0	0	0	1
LMCD1-AS1	0	0.193825	Inf	1
RP11-211N8.1	0	0	0	1
RP1-86D1.4	0	0	0	1
RP11-460N20.4	7.14358	8.75257	0.29306	0.940631
AC018696.3	0	0	0	1
RP11-267C16.1	0	0	0	1
RP3-471C18.1	0.109033	0	-Inf	1
CTA-85E5.10	0.142889	0.123422	-0.211295	1
BTF3P13	0	0	0	1
AC009238.7	0	0	0	1
RP11-319F12.2	0	0	0	1
RP11-681O4.1	0	0.0958934	Inf	1
ZNF717	0	0	0	1
AP002856.6	0	0	0	1
RP11-107I14.1	0	0	0	1
RP11-552E20.1	0	0	0	1
AC011742.5	0	0.41705	Inf	1
AC093084.1	0	0	0	1
GCSAML-AS1	0	0	0	1
LINC00595	0	0	0	1
RP11-421B23.2	0	0	0	1
RP11-533N14.3	0	0	0	1
USP17L5	0	0	0	1
RP11-545A16.3	0	0.0178751	Inf	1
RP11-159H3.2	0	0	0	1
IL21-AS1	0.00539601	0.0112555	1.06066	1
RP11-196D18.1	0	0	0	1
AC092156.3	0	0	0	1
RP11-473E2.3	1.09805	0	-Inf	1
PRR20D	0	0	0	1
OR2T7	0	0	0	1
MKRNP2	0	0.188996	Inf	1
RP11-165F24.3	0.123032	0.0797442	-0.625584	1
AC068535.2	0	0	0	1
AC073621.2	0.068187	0.133964	0.974272	1
DDX11L16	0	0.0375502	Inf	1
RP1-65P5.1	0	0.04937	Inf	1
AC092755.4	0	0	0	1
RP5-1198O20.5	0.118882	0	-Inf	1
AL354993.1	0.483989	0.0506563	-3.25616	0.393434
WDR11-AS1	0	0.0847463	Inf	1
STSP1	0	0	0	1
RP11-570H19.2	0	0	0	1
RP1-37J18.1	0	0	0	1
AF178030.2	0	0	0	1
AC011290.4	0	0	0	1
MYL6P3	0	0	0	1
RP11-214D15.2	0	0	0	1
AC092641.2	0.019698	0	-Inf	1
AIMP1P2	0	0	0	1
PGCP1	0	0.0933186	Inf	1
AC013467.1	0	0	0	1
RP11-317P15.3	0	0	0	1
VN1R28P	0	0	0	1
HDGFP1	0	0	0	1
EPPK1	5.28322	2.90504	-0.862858	0.000538752
RP11-544D21.1	0	0	0	1
RP11-77G23.5	0	0	0	1
RP11-6C10.1	0	0	0	1
RP5-1104E15.6	0	0	0	1
AC092535.3	0.0225822	0.0387536	0.779147	1
TRGC2	0	0	0	1
RP1-45I4.3	0	0	0	1
RP11-439A17.4	0	0	0	1
GLUD1P7	0	0	0	1
RP3-410C9.1	0.0263326	0.232668	3.14335	1
IGHD4-23	0	0	0	1
AC009518.8	0	0	0	1
C6orf47-AS1	11.1846	3.53636	-1.66118	0.000538752
ST7-AS1	0.645379	0.695554	0.108016	0.963465
RP11-121A14.3	0	0	0	1
CNN2P1	0	0.121228	Inf	1
SUB1P1	0	0.623775	Inf	1
RBMY2JP	0	0	0	1
PFN1P9	0	0.136457	Inf	1
XXbac-BCX196D17.5	0	0	0	1
RP11-292O17.1	0	0	0	1
LINC00552	0	0	0	1
RP11-315E23.1	0	0	0	1
AC079145.4	0.104983	0.379984	1.85579	0.554025
RP5-1100E15.4	0	0	0	1
PFN1P7	0.854001	0.742514	-0.20182	0.974276
SPATA13-AS1	0	0	0	1
HCG15	1.11704	0.604602	-0.885617	0.230468
RP11-445L13__B.3	0.148076	0	-Inf	1
PFN1P5	0.140106	0	-Inf	1
RP11-367J7.3	0	0	0	1
RP11-203J24.8	0.900021	3.19283	1.8268	0.120625
RP11-69I8.3	0	0.272703	Inf	1
RP11-72H11.1	0	0	0	1
MTND1P14	0	0.0854208	Inf	1
AC017101.10	4.82598	2.44102	-0.983337	0.643671
RP11-261C10.5	0.339717	0.0492157	-2.78714	1
WASH7P	1.27318	0.952562	-0.418549	0.288029
CTD-2021A8.1	0.0215661	0.0173993	-0.309739	1
SPANXB2	0	0	0	1
RP11-365D9.1	0	0.0655314	Inf	1
AL672294.1	0.160893	0	-Inf	1
TTC39DP	0	0	0	1
AL121985.1	0	0	0	1
RP11-563D10.1	0	0	0	1
AC011998.4	0	0	0	1
RP11-325P15.3	0.0379873	0.00523925	-2.85808	1
SLAMF6P1	0	0	0	1
RP11-322C8.2	0	0.0488917	Inf	1
RP11-136C24.2	0.0403369	0	-Inf	1
TRIM60P13	0	0	0	1
FAM155A-IT1	0	0	0	1
AC000374.1	0	0	0	1
TRIM60P9Y	0	0	0	1
AC105760.2	0.243223	0.191096	-0.347983	1
RP11-166N17.1	0.0917341	0.0896411	-0.0332987	1
VDAC1P12	0	0	0	1
CDRT15P2	0	0	0	1
MIS18A-AS1	0.131914	0.201066	0.608075	1
RP11-330M2.3	0	0.201983	Inf	1
SMIM2-AS1	3.0466	3.50903	0.203873	0.908463
HMGN2P22	0	0	0	1
AC116035.1	0	0	0	1
YWHAZP7	0	0	0	1
HCG4P6	0.239413	0.276634	0.208478	1
ACTR3BP5	0	0	0	1
AC073464.4	0	0	0	1
RP11-305O4.2	0	0.0689853	Inf	1
KLLN	1.89735	1.61539	-0.232108	0.851196
RP11-96L7.2	0	0	0	1
AC009963.4	0	0	0	1
RPL39P25	0	0	0	1
AC005358.3	0	0	0	1
MTND6P10	0	0	0	1
RP11-656D10.5	12.0825	5.13384	-1.23481	0.181281
AC015933.2	0.174631	0.54169	1.63316	1
RP11-458D21.2	0.0887487	0.0379529	-1.22552	1
RP11-164D18.2	0	0	0	1
RPL35AP12	0	0	0	1
MARK2P10	0	0	0	1
RP3-327A19.5	0.697631	2.18795	1.64904	0.00402791
RP5-837I24.1	0	0	0	1
HSFY3P	0	0	0	1
RP4-544H6.2	0	0	0	1
AC092170.1	0	0	0	1
AC009229.5	0.352625	0.289588	-0.28413	0.924556
AC118345.1	0	0	0	1
AC016994.2	0	0	0	1
ELL2P1	0.00505812	0	-Inf	1
RP4-718J7.4	0	0	0	1
RP5-905H7.5	0	0	0	1
KRT16P2	0.0308566	0.0900636	1.54537	1
RP11-384P7.5	0	0	0	1
RP11-344N17.7	0	0	0	1
GS1-256O22.5	0	0	0	1
RP11-791G16.2	0	0.0469103	Inf	1
RP11-340I6.3	0	0	0	1
AP006285.6	0	0	0	1
RP11-95I16.2	0	0	0	1
AC009502.4	0	0.0988085	Inf	1
AC140076.1	0	0	0	1
RP11-144G6.10	0	0	0	1
RP1-228H13.1	0.141183	1.00829	2.83628	0.167628
RP11-496D1.2	0	0	0	1
RP11-309N24.1	0	0	0	1
RP11-282E4.1	0.0131406	0	-Inf	1
RBM22P6	0	0	0	1
MTND4P15	0	0.0242228	Inf	1
AC021106.1	0	0	0	1
RP11-258C19.4	44.8513	98.8884	1.14065	0.57611
AP000998.2	0	0	0	1
AC005042.2	0.0685922	0	-Inf	1
RP11-38M15.11	0	0	0	1
IGHJ1P	0	0	0	1
LINC00434	0	0	0	1
AC139452.2	0.0491983	1.58948	5.0138	0.355589
RP11-195B3.1	0	0	0	1
THRAP3P1	0	0.00714424	Inf	1
LINC00307	0	0	0	1
RPL15P1	0	0	0	1
HAUS6P1	0	0.0141954	Inf	1
PARG	8.77035	7.58707	-0.209091	0.261917
HNRNPKP2	0.0554065	0.0162915	-1.76594	1
MTND5P25	0.0186328	0	-Inf	1
CEACAMP7	0	0	0	1
RP11-438P9.2	0	0	0	1
RP11-483F11.6	0.154208	0.139081	-0.148951	1
ARHGEF7-AS1	0	0	0	1
RP11-475I24.6	0	0	0	1
RBM26-AS1	0.891235	1.73025	0.957106	0.462289
RP11-162D16.2	0	0	0	1
RP11-459F3.3	0	0	0	1
RP11-180I4.1	0	0	0	1
AC017074.2	0.265102	0.353266	0.414207	0.928485
RP11-518I13.1	0	0	0	1
AC108039.2	0	1.69657	Inf	1
AC019172.2	0	0	0	1
AC018685.2	0	0	0	1
AC008060.5	0	0	0	1
SLC9B1P4	0	0	0	1
AC079753.5	0	0	0	1
RP4-669P10.19	0.774008	0.59739	-0.373675	0.964283
RP11-3L10.2	0	0	0	1
TP73-AS1	9.35989	10.9545	0.226958	0.727481
RP11-160H22.5	0.854193	0.709234	-0.268299	0.95737
RP11-109A6.3	0.22323	0	-Inf	1
DLG1-AS1	0.559223	0.545519	-0.0357953	0.9884
FTH1P16	0.845353	2.55695	1.5968	0.667515
PPIAP2	0	0	0	1
RP11-152N13.8	0.0566277	0.318443	2.49146	1
RP11-571F15.2	0.173013	1.9962	3.52831	0.669762
AC091705.1	0	0	0	1
RP11-112J3.16	1.33252	9.54569	2.8407	0.000538752
SALL1P1	0	0	0	1
CTD-2527I21.11	0.0405894	0.0668957	0.720811	1
RP6-127F18.2	0	0	0	1
AC007386.3	0	0	0	1
EIF2AP4	0	0	0	1
CTD-2526L21.3	0	0	0	1
RP11-447D11.2	0.239148	0.323442	0.435602	1
RP11-118F2.2	0	0	0	1
AC012501.2	0.0294941	0	-Inf	1
RPL37P1	0	10.8872	Inf	0.364226
AC009299.3	3.70867	9.67036	1.38267	0.000538752
KRT8P20	0	0	0	1
RNF6P1	0	0.0894474	Inf	1
AC008746.3	0	0.401638	Inf	1
AMYP1	0	0	0	1
ZMYM4-AS1	9.36992	6.0527	-0.630457	0.722212
RP11-265B8.4	1.01811	0.562634	-0.855627	0.739242
BAATP1	0	0.0209727	Inf	1
STK33P1	0	0	0	1
RP5-1042K10.12	0	0.844253	Inf	1
RP1-91G5.3	0	0	0	1
RP11-109P14.2	0	0	0	1
RP11-397P13.6	0	0.276662	Inf	1
PCGEM1	0	0	0	1
RP11-476B1.1	0	0	0	1
OR10U1P	0	0	0	1
MRPS21P2	0	0	0	1
VN1R33P	0	0	0	1
RP1-49C23.1	0	0	0	1
AC019185.2	0	0	0	1
RP1-155G6.4	0.491796	0.839988	0.772308	0.82706
AC053503.11	0	0	0	1
AC069213.4	0	0	0	1
RNF19BPX	0	0	0	1
AC006026.11	0.0598941	0	-Inf	1
RP11-179H18.5	0	0.0561576	Inf	1
AP001471.1	0	0	0	1
TTTY17B	0	0	0	1
ATP5G1P4	1.80297	7.14943	1.98745	0.00666586
RP11-344A7.1	0	0	0	1
AC007322.5	0	0	0	1
OR10R1P	0	0	0	1
XGPY	0	0	0	1
RP11-111F5.5	0.0277336	0	-Inf	1
CTB-58E17.5	1.91731	3.70696	0.95115	0.30972
RP11-65N13.7	0	0.120804	Inf	1
RP5-866L20.3	0.014026	0	-Inf	1
MTND4P30	0	0.032381	Inf	1
RP11-300M24.1	0	0	0	1
LINC00310	0.187451	0.173276	-0.113436	1
AC079612.2	0.270201	0.606127	1.16558	1
RP11-108B14.4	0	0	0	1
RP11-158D2.2	0.0325897	0.23352	2.84106	1
RP11-307B23.2	0	0	0	1
RP11-397C12.1	0	0	0	1
RP11-169D4.1	18.96	17.297	-0.132436	0.464067
AL928742.12	0	30.6033	Inf	1
RBM22P8	0	0	0	1
AC073415.2	50.0617	25.9121	-0.950079	0.87933
AKR1B15	0.849349	1.01527	0.257431	0.675624
TSSK5P1	1.30499	1.68212	0.366244	0.518156
RP11-295P9.2	0.0736885	0.158481	1.10479	1
RP11-810B23.1	0	0	0	1
STK4-AS1	0.457567	0.558041	0.286388	0.832775
AC124861.1	0.0645132	0	-Inf	1
CCDC148-AS1	0	0	0	1
RP11-89N17.2	0	0	0	1
RP11-18B16.2	0	0	0	1
XX-C283C717.1	0	0	0	1
RP11-5P4.2	0	0	0	1
RP13-188A5.1	0	0	0	1
RP11-839D17.2	0	0	0	1
GAGE12D	0	0	0	1
AC006458.3	0	0	0	1
RP11-157L3.6	0.11488	0	-Inf	1
CCNJP1	0	0	0	1
RP11-316M21.6	0.311341	0.48379	0.635886	0.94167
RP11-104D21.1	0	0	0	1
USP9YP14	0	0	0	1
AC109333.10	0.365295	0.196075	-0.897656	0.864005
RP11-145A3.1	0.092898	0.238024	1.35739	1
PABPC1P6	0	0	0	1
AC018359.3	0	0	0	1
RP11-419M24.4	0	0	0	1
SCAMP4	33.4006	36.5499	0.129994	0.759678
RP1-249H1.4	0	0	0	1
RP11-434J24.2	0	0	0	1
LTB	0.322441	0.493939	0.615299	0.597385
RP5-894D12.3	0	0	0	1
EIF2B5-IT1	0	0	0	1
RP11-196P2.1	0	0	0	1
GS1-466O4.2	0	0	0	1
RP11-413M3.4	0.0448926	0.0343893	-0.384517	1
AC114755.3	0	0	0	1
RP11-709P2.1	0	0	0	1
C1DP4	0	0.293564	Inf	1
RP5-973N23.4	0	0	0	1
AC003051.1	0.00668044	0.0131985	0.982356	1
MIR1302-10	0.84934	1.18352	0.478667	0.0613448
CTA-342B11.1	0	0	0	1
RP13-213K19.1	0	0	0	1
RPS20P15	0	0	0	1
RP11-282K24.1	0.0540335	0.13048	1.2719	1
RP11-223A3.1	0.119291	0.361076	1.59781	0.807235
DIAPH3-AS1	2.43162	1.72371	-0.496404	0.947815
RP11-202G18.1	0	0	0	1
AC002542.2	0	0	0	1
SLC2A1-AS1	0.611073	0.886995	0.53758	0.37959
RP3-323B6.1	0	0.113083	Inf	1
RP11-809N15.2	0	0	0	1
RP5-1091N2.2	0.0743799	0.35337	2.24819	0.0710105
RP11-215C7.3	0	0	0	1
RP1-21K4.1	0	0	0	1
RP11-506B4.5	0	0	0	1
RP11-152N13.5	5.04158	1.80414	-1.48256	0.551995
RP3-525N14.2	0	0	0	1
AC092614.2	0.101604	0.089486	-0.183228	1
SPAG5-AS1	2.8632	4.83644	0.756318	0.762459
AC018647.3	0	0.0438744	Inf	1
RP5-905H7.10	0	0	0	1
OR4A2P	0	0	0	1
AC116035.2	0	0	0	1
TRBV7-5	0	0	0	1
USP17L12	0	0	0	1
AL583842.1	0	0	0	1
RP11-444D13.1	0	0	0	1
RP11-406A20.4	0	0	0	1
RP11-472F19.1	0	0	0	1
MTND3P9	0	0	0	1
PGM5P2	0.135478	0.124717	-0.1194	1
RP11-139K1.2	0	0	0	1
RP11-796I2.1	0	0	0	1
RNF11B	0	0	0	1
RP11-527N12.1	0	0	0	1
SNX18P26	0.161732	0.0403416	-2.00326	1
RP11-266E16.1	0	0	0	1
RP5-1166A24.1	0	0	0	1
RP13-1039J1.3	0	0	0	1
RP11-298E9.4	0	0	0	1
RPS3AP53	0.0389018	0	-Inf	1
RP1-35C21.2	0	0	0	1
RP13-140E4.1	0	0	0	1
RP11-262H14.7	0.349482	0.171181	-1.0297	1
RP11-119F7.3	0	0	0	1
MTND4P5	0	0	0	1
RP11-103C3.2	0	0	0	1
RP11-162A23.5	0.289466	0.299791	0.0505617	1
CNTN4-AS2	0	0	0	1
RP5-1092A11.5	0.150856	0.118656	-0.346385	1
ATP5G1P5	0	0	0	1
RP1-28O10.1	0.539042	0.909926	0.755351	0.853144
CTD-2225F20.1	0	0	0	1
RP11-715G18.3	0	0	0	1
AC019100.7	0	0	0	1
RP1-167A14.2	0.195305	0.80908	2.05055	1
RP4-753D4.2	0	0	0	1
RP3-445N2.1	0	0	0	1
RP11-165J3.6	0.491493	2.7363	2.47698	0.0028049
TOMM22P3	0	0	0	1
AC005392.13	0	0	0	1
SUMO2P2	0	0	0	1
DCUN1D2-AS1	5.42852	4.55595	-0.252807	0.907237
TMEM183AP1	0	0	0	1
FRMPD3-AS1	0	0	0	1
RP11-168G22.3	0	0	0	1
RP5-1177E19.2	2.02189	1.33952	-0.593989	0.873077
QRSL1P2	0	0	0	1
RP11-864N7.2	0.403084	2.55598	2.66472	0.243399
AC063976.1	0	0	0	1
CERS6-AS1	0	0	0	1
RP11-492E3.2	0.821695	0.536497	-0.615034	0.066107
ALG1L8P	0.0353313	0	-Inf	1
PHBP11	0	0.112296	Inf	1
AC073987.2	0	0	0	1
SNRPEP3	0	0	0	1
RP11-520H14.1	0	0	0	1
RP1-101K10.6	0	0	0	1
RP11-472D17.3	0	0	0	1
SLC25A15P1	0	0	0	1
RP4-781K5.8	0.474109	0.399295	-0.247764	0.608791
AC018804.6	0	0.0558036	Inf	1
RBMY2YP	0	0	0	1
RP11-431K24.3	0	0	0	1
USP9YP21	0	0	0	1
RP11-242O24.5	0.190611	0	-Inf	1
HNRNPA1P14	0.130889	0.069021	-0.923236	1
SOX21-AS1	0	0	0	1
HIGD1AP11	0	4.31457	Inf	0.207005
RPL7P54	0	0	0	1
STEAP2-AS1	0	0	0	1
RP11-522L3.9	0	0	0	1
ISCA1P6	0	0	0	1
RP13-483F6.1	0	0	0	1
AC005160.3	0	0	0	1
CLYBL-AS2	0	0.0490912	Inf	1
RP11-162J8.2	0	0.0857465	Inf	1
AC073869.10	0	0	0	1
RPL7P2	0	0	0	1
RP11-490F3.1	2.36911	1.82125	-0.379421	0.936379
RP11-331H2.3	0	0	0	1
RP11-488L18.4	5.54387	8.84684	0.67427	0.000538752
RP11-243J18.2	20.79	0	-Inf	1
LINC00355	0.540295	0.460287	-0.231212	0.768183
GS1-256O22.1	0	0	0	1
RP11-25J23.3	0.137706	0.289663	1.07279	1
RP11-326L24.7	0	0	0	1
RP11-73O6.3	0.333904	0	-Inf	1
RP11-453N3.1	0	0	0	1
AC108051.2	0	0	0	1
RP11-307P5.1	0	0	0	1
ATP5A1P2	0	0	0	1
RP11-445N18.5	0	0	0	1
CROCCP4	0.262437	0.182184	-0.526578	1
AC087499.10	0	0	0	1
RP4-681L3.2	0	0	0	1
HNRNPA3P2	0	2.2565	Inf	0.36837
SRP68P2	0	0	0	1
CYCSP41	0	0	0	1
AC017071.1	0.0716322	0	-Inf	1
GSTM3P1	0	0	0	1
AC005884.1	0.198075	1.09119	2.46178	0.61904
DNMBP-AS1	0.548155	0.353756	-0.631831	0.537789
AP001619.2	0.180417	0.492047	1.44746	1
RP11-301M17.1	0	0	0	1
LINC00111	0.0337931	0.0645194	0.933005	1
RP1-266L20.4	0	0.34029	Inf	1
RP11-15M15.2	0	0	0	1
AL713998.1	0	0.142496	Inf	1
SDAD1P3	0	0	0	1
AC079150.3	0	0	0	1
RP11-118D22.3	0	0	0	1
LL22NC03-30E12.13	0	0	0	1
RP11-275O4.3	0	0	0	1
RP11-418J17.3	0	0	0	1
AC116609.1	0	0	0	1
MTND6P18	0	0	0	1
AP000459.7	0	0	0	1
RP11-578F21.4	0	0.00817692	Inf	1
AC016730.1	0	0	0	1
AC006042.6	0.041475	0	-Inf	1
RPSAP64	0	0	0	1
RP5-1059H15.1	0	0.156307	Inf	1
CTA-31J9.2	0	0	0	1
GCOM2	0	0.0897217	Inf	1
AP001271.3	0	0	0	1
RP11-690C23.4	0	0.000000059	Inf	1
RD3L	0	0.0272185	Inf	1
MTND6P5	0	0	0	1
RP4-565E6.1	0.056597	0.0649908	0.199512	1
RP11-49L2.1	0	0	0	1
RP11-523K4.2	0	0	0	1
AC007163.9	0	0	0	1
OR8B1P	0	0.0297277	Inf	1
AC092646.2	0	0	0	1
RP11-318C24.2	0.141522	0.152598	0.108708	1
RP11-536C5.7	0.128468	0.16073	0.323231	1
CALR4P	0.174181	0	-Inf	1
RP4-745K6.1	0	0	0	1
AC114788.2	0	0.011146	Inf	1
AC098826.5	0	0	0	1
RP11-16L9.1	0	0	0	1
RP11-497D6.3	0	0.341708	Inf	1
RP1-20B21.4	3.23313	3.47291	0.103214	0.983354
RP11-216N21.1	0	0	0	1
AP000344.4	0.0324931	0	-Inf	1
AP000282.2	0	0	0	1
HCG9P5	2.48808	2.53581	0.0274136	1
VTI1BP4	0.0734419	1.86313	4.66498	0.512939
RP11-298E10.1	0	0	0	1
GUSBP8	0	0	0	1
RP11-354K1.1	4.23062	2.74692	-0.623054	0.156266
RP11-162O12.2	0	0	0	1
HCG4P5	0.0482649	0	-Inf	1
