symbol	uninfected_48.FPKM	SC35M_wt_48.FPKM	uninfected_48_SC35M_wt_48.logfc	uninfected_48_SC35M_wt_48.qvalue
TMEM167B	14.747	23.5072	0.672675	0.000538752
RP1-21O18.3	0	0.716452	Inf	0.466377
MRPL20P1	0	0	0	1
RP13-996F3.5	0.0237856	0.136759	2.52347	1
TAF9BP2	0.0433945	0	-Inf	1
CTB-61M7.1	0	0	0	1
hsa-mir-6080	0.9232	0.731618	-0.335552	0.761115
LRRC37A14P	0	29.3084	Inf	0.368438
FAM72D	0.923515	2.85862	1.63011	0.000538752
CFL1P6	0	2.95481	Inf	0.000538752
TNFRSF25	2.16828	3.1687	0.547342	0.500468
SLC35E2	2.99377	3.42426	0.193831	0.936259
AL645728.2	0.198382	1.50119	2.91976	0.520007
RP11-488L18.3	0.0532998	0.438322	3.03979	0.0489389
RP11-551G24.2	0	0	0	1
RSL24D1P4	0	0	0	1
RFKP1	0	0	0	1
RP11-438O11.1	0	0	0	1
KRT18P32	0	0	0	1
RP11-371I1.2	1.19869	0.598695	-1.00157	0.17288
BTNL10	0.0951753	0.16906	0.828881	1
ZNF847P	0	0.174753	Inf	1
ZC3H11B	0	0.0327673	Inf	1
KRT18P12	0.10086	0.0500641	-1.0105	1
QRSL1P1	0	0.134091	Inf	1
FMO9P	0	0	0	1
RP11-7G12.2	0	0	0	1
SDHAP2	2.93532799310264e-318	9.24735E-27	968.337	1
RP11-466F5.5	0.040248	0.762793	4.2443	0.393521
RP11-122G18.7	0.0576377	0.498296	3.11192	0.268425
RP11-800A3.2	1.1791	6.72459	2.51175	0.53695
TSTD1	0.0367284	5.61789	7.25699	0.00238261
RP11-550P17.1	0	0	0	1
RPTN	0	0	0	1
AL138795.1	0	14.3662	Inf	0.363838
RP6-74O6.2	0	0	0	1
PDZK1P1	0	0	0	1
WI2-1896O14.1	0	0	0	1
RP11-495P10.2	0	0.0559686	Inf	1
NBPF7	0.0153114	3.15297	7.68596	0.551138
RP11-426L16.8	0.14954	2.37573	3.98977	0.0150847
RP4-773A18.2	0	0.100856	Inf	1
RP11-364B6.1	0.00935068	0	-Inf	1
RP5-837M10.1	0	0	0	1
FEN1P1	0	0	0	1
CAPNS1P1	0	0	0	1
ST13P20	0	0	0	1
RP3-422G23.2	0	0.0714736	Inf	1
RP11-65D24.1	0	0	0	1
CYB5RL	4.65271	8.36153	0.845694	0.250896
ZNF859P	0	0	0	1
SKINTL	0.186456	0.282227	0.598025	1
RP4-635E8.1	0	0	0	1
RP11-334L9.1	0.00471348	0.283289	5.90934	1
ZBTB8B	0	0.15714	Inf	1
RP11-439L8.2	0	0	0	1
SEPW1P	0	20.7359	Inf	0.000538752
AL353354.1	0	0	0	1
RP11-4M23.7	0	0	0	1
LACTBL1	0.00645062	0.276813	5.42333	1
CROCCP2	5.44805	6.63817	0.285045	0.110182
RP4-597A16.3	0	0	0	1
C1orf167	1.36175	0.624094	-1.12563	0.464291
TTC34	0.0685575	0.212082	1.62924	1
MMP23A	0	0	0	1
ATAD3C	2.01959	15.8881	2.97582	0.000538752
AL731568.1	0	0	0	1
AC092965.1	0	0	0	1
AC007528.1	0	0	0	1
BX284613.1	0	0	0	1
AL157788.1	0	0	0	1
MIR942	0	0	0	1
BX119917.1	0	0	0	1
AC013731.1	0	0	0	1
MIR190B	0	0	0	1
MIR873	0	0	0	1
AC116038.1	0	0	0	1
AP000866.1	0	0	0	1
MIR892A	0	0	0	1
AC136188.1	0	0	0	1
AC021613.1	0	0	0	1
MIR941-1	0	580.819	Inf	0.468113
AC055873.1	0	0	0	1
MIR921	0	0	0	1
AC026700.1	0	0	0	1
AP002884.1	0	0	0	1
MIR300	0	0	0	1
AC021818.1	0	0	0	1
AC068292.1	0	0	0	1
MIR297	0	0	0	1
AC055813.1	0	0	0	1
MIR876	0	0	0	1
AC007560.2	0	0	0	1
AL360176.1	0	0	0	1
MIR933	0	0	0	1
AC078819.1	0	0	0	1
AC130365.1	0	0	0	1
AL021917.1	0	0	0	1
AC092756.1	0	0	0	1
AC110769.1	0	0	0	1
MIR208B	0	0	0	1
AC079603.1	0	0	0	1
AC017084.1	0	0	0	1
MIR935	0	0	0	1
AC004052.1	0	0	0	1
MIR450B	0	0	0	1
AC092576.1	0	0	0	1
AL359832.1	0	0	0	1
MIR888	0	0	0	1
MIR874	0	0	0	1
AC007682.2	0	0	0	1
AL512505.1	0	0	0	1
AL354936.1	0	0	0	1
AL139429.1	0	0	0	1
AC026320.1	0	0	0	1
AC068062.1	0	0	0	1
AC095061.1	0	0	0	1
MIR298	0	0	0	1
AL445258.1	0	0	0	1
MIR938	0	0	0	1
AC034154.1	0	0	0	1
AL356479.1	0	0	0	1
MIR922	0	0	0	1
AL356693.1	0	0	0	1
AL135784.1	0	0	0	1
AC019201.1	0	0	0	1
AC097372.1	0	0	0	1
MIR891A	0	0	0	1
MIR944	0	0	0	1
MIR934	0	0	0	1
MIR891B	0	0	0	1
AC104457.1	0	0	0	1
MIR875	0	0	0	1
AL158155.1	0	0	0	1
AL589736.1	0	0	0	1
AP003730.1	0	0	0	1
MIR890	0	0	0	1
AC002066.2	0	0	0	1
MIR887	0	0	0	1
AC010146.2	0	0	0	1
MIR936	0	0	0	1
AC131213.1	0	0	0	1
AC005048.1	0	0	0	1
AL157830.1	0	0	0	1
AC105316.1	0	0	0	1
MIR937	0	0	0	1
AC009305.2	0	0	0	1
MIR940	0	0	0	1
AL357060.1	0	0	0	1
MIR892B	0	0	0	1
MIR889	0	0	0	1
AC138710.1	0	0	0	1
MIR877	0	0	0	1
AC008752.1	0	0	0	1
MIR943	0	0	0	1
AL713999.1	0	0	0	1
AC092675.1	0	0	0	1
AP001572.1	0	0	0	1
AL033403.1	0	0	0	1
AC017083.1	0	0	0	1
AC117479.1	0	0	0	1
AC012119.1	0	0	0	1
AC109496.1	0	0	0	1
AC011407.1	0	0	0	1
AC025284.1	0	0	0	1
MIR939	0	0	0	1
MIR885	0	0	0	1
AC108697.1	0	0	0	1
MIR941-4	93.2813	0	-Inf	1
AC109357.1	0	0	0	1
AL611946.1	0	0	0	1
AL121988.1	0	0	0	1
AC131160.1	0	0	0	1
AC100832.1	0	0	0	1
AC098650.1	0	0	0	1
MIR513C	0	0	0	1
AL132819.1	0	0	0	1
MIR541	0	0	0	1
AL391056.1	0	0	0	1
AL137024.1	0	0	0	1
AC048346.1	0	0	0	1
AC009234.2	0	0	0	1
MIR920	0	0	0	1
AC009336.2	0	0	0	1
AC130360.1	0	0	0	1
MIR941-2	0	0	0	1
AP001623.1	0	0	0	1
AC018607.1	0	0	0	1
AC036178.1	0	0	0	1
AF228730.1	0	0	0	1
RP1-111D6.1	0	0	0	1
RP11-490H24.5	0.0979439	2.36631	4.59454	0.508231
KRT19P2	0	0	0	1
RP3-400B16.2	0.0260682	0.373576	3.84104	1
RP3-354N19.3	0.0361332	0	-Inf	1
RP3-382I10.2	0.356308	19.9812	5.80937	0.563793
HIST1H1PS1	79.4766	272.545	1.77789	0.00321856
RP3-334F4.2	0	0	0	1
RP11-486E2.1	0	0	0	1
RP11-360O19.1	0.0719517	0.248416	1.78765	1
RP1-182O16.2	0.0133872	0	-Inf	1
MRPL42P2	0	0	0	1
RPL37P15	0	0	0	1
RP3-486D24.1	0	0	0	1
RP3-344J20.1	0	0	0	1
RP3-405J24.1	0	1.85094	Inf	0.000538752
AC004066.2	0	0	0	1
HIST1H2APS1	0	0	0	1
DUTP5	0	0	0	1
RAET1M	0	0	0	1
RPSAP43	0	0.149789	Inf	1
RP1-91J24.1	0	0.165198	Inf	1
RP3-393E18.1	0.0953323	1.33558	3.80835	0.506498
IFI30	326.265	397.089	0.28342	0.394843
RP11-317M22.1	0	0	0	1
RP3-417O22.1	0	0	0	1
RP3-406A7.1	0	2.33016	Inf	1
AC011718.1	0	0.0697798	Inf	1
RP3-435K13.1	0	0	0	1
RP11-471B18.1	0	0	0	1
RP3-368B9.1	0	0	0	1
IGSF23	0.126954	7.11442	5.80836	0.0837081
RP3-406A7.5	0	0.174458	Inf	1
RP11-550C4.4	0	0	0	1
RP11-244K5.4	0	0	0	1
GAPDHP72	0	0	0	1
OR2W4P	0	0	0	1
RP3-391O22.2	0	0.231316	Inf	1
RP3-355L5.3	0.0614906	0	-Inf	1
RP1-95L4.3	0	0	0	1
GAGE12E	0	0	0	1
RP3-406P24.1	0	0.261543	Inf	1
RP11-506B6.5	0	0	0	1
CCNYL3	0	0	0	1
RP1-15D7.1	0	0	0	1
RP11-278J20.2	0	0	0	1
CIR1P3	0	0.536081	Inf	1
COX6A1P3	0	0	0	1
MTND4P13	0	0	0	1
RP3-522P13.1	0	0	0	1
AC093850.1	0	7.55253	Inf	0.176538
NUDT19P3	0.0338894	0	-Inf	1
ANXA2P3	0	0	0	1
HMGA1P7	0	6.29148	Inf	0.00321856
RP1-190J20.2	0	0	0	1
VN1R13P	0	0.347107	Inf	1
RP1-152L7.5	0.872387	2.61701	1.58488	0.170894
PRRC2CP1	0	0	0	1
RP1-290I10.2	0	0.128224	Inf	1
RP11-390P2.2	0	0	0	1
RP11-57K17.1	0.0239884	0	-Inf	1
RP1-69B13.2	0	0	0	1
RP11-812I20.2	0	0	0	1
R3HDM2P2	0	0	0	1
RP1-40E16.8	0.0302893	0.0852916	1.4936	1
ZNF736P10Y	0	0	0	1
BX005214.1	0	0	0	1
RBMXP1	0	0	0	1
AC009494.3	0	0	0	1
RP3-399J4.1	0	0	0	1
RPL17P26	0	0.612062	Inf	0.365572
RP11-448N11.1	0	0	0	1
LY86-AS1	0	0	0	1
RPS2P55	0.292346	1.36845	2.22679	0.0308117
AC114776.1	0.110162	1.5787	3.84104	0.383411
AC009403.2	48.6507	96.7279	0.991471	0.811798
AL022393.7	0.321967	9.38644	4.86559	0.0674439
RP1-161C16.1	0	0	0	1
RP1-236J16.1	0	0	0	1
RP11-350J20.9	0.271434	0.102593	-1.40368	1
RP4-753D5.3	0	0	0	1
RP1-97D16.1	0	0.243079	Inf	1
RP5-988G15.1	0	0	0	1
AC131097.4	0	0	0	1
CCDC7	0.523816	0.590535	0.172962	0.94288
GS1-541M1.1	0	0	0	1
RP11-568A7.1	0	0	0	1
RPL21P65	0.051897	0.288651	2.4756	1
HSPD1P10	0.0239454	0.0708095	1.5642	1
CYP2AC1P	0	0.166007	Inf	1
RP3-329A5.1	0	3.70549	Inf	0.44985
RPL10P1	0	0	0	1
RP1-83M4.2	0.0356816	3.23157	6.50091	0.342725
RP11-428J1.2	0	0	0	1
RP11-346C16.1	0	0	0	1
RP11-331O9.4	0	0	0	1
RP11-30P6.1	0	0.25779	Inf	1
RP11-448N11.2	0	0	0	1
AC007401.2	0	0	0	1
RP1-13D10.3	0.28182	17.0593	5.91964	0.344633
RP1-245M18.2	0	0	0	1
HMGB3P19	0	0	0	1
RP11-536L15.1	0	0	0	1
RP11-460H18.1	0.0843267	0.246274	1.5462	1
RP1-76C18.1	0.0166249	0.855122	5.68471	0.51225
FNIP1	4.83903	3.39202	-0.512572	0.111117
RP3-375P9.2	0.185893	1.0271	2.46604	0.261418
RP1-140K8.3	0	0	0	1
RP11-129H15.4	0	0	0	1
LARP1P1	0.368361	14.7603	5.32446	0.508578
RP11-331O9.1	0	0	0	1
ANKRD18EP	1.12672	0.295257	-1.93209	0.00362295
RP11-76H14.4	0	0	0	1
RP11-9G10.1	0	0	0	1
MTCYBP2	0	0	0	1
RP11-360O19.5	0	0.271405	Inf	1
RP11-277I20.2	0	0	0	1
RP1-319M7.2	0	0	0	1
RP1-152L7.1	0	0	0	1
RP3-340H11.2	0	0	0	1
SP9	0	0	0	1
RP1-182O16.1	0	0	0	1
CBX3P9	0.0653092	0	-Inf	1
AC007249.3	0.282419	1.65605	2.55184	0.170413
POM121L4P	0	0.154811	Inf	1
RP11-374N7.1	0	0	0	1
RP1-263J7.2	0	0	0	1
RP1-34B20.4	1.4559	2.29744	0.658113	0.426314
AC018865.5	0	0	0	1
UQCRFS1P3	0	0	0	1
OR2W2P	0.0295853	0.236943	3.00159	1
PRELID1P1	0.263509	0.367929	0.481578	1
RPS7P5	0	0	0	1
SSXP10	0	0	0	1
RP11-304C16.3	0	0	0	1
RP11-33E24.3	0	0	0	1
AL023807.2	0	0.239713	Inf	1
RP3-468K3.1	0	0	0	1
AK4P5	0	0	0	1
RP11-254A17.1	0	0	0	1
PSMC1P11	0	0	0	1
RP1-179E13.1	0	0	0	1
PRELID1P2	0	0	0	1
RP11-528A10.2	0	0.0570815	Inf	1
ISCA1P1	0	0	0	1
SYCE3	0.774805	3.35293	2.11352	0.646788
RP3-366N23.4	0	0	0	1
AC091801.1	0	4.25318	Inf	0.000538752
RP11-184C23.1	0	0.185585	Inf	1
HMGB1P17	0	0	0	1
RP11-135M8__A.1	0	0	0	1
RP11-474L11.5	0.0336908	0.412074	3.61248	1
RP1-95L4.2	0	0	0	1
RP11-477E3.2	0.137692	0	-Inf	1
RP3-495O10.1	0	0	0	1
RPS16P5	0	0	0	1
IQCB2P	0.00648932	0.132288	4.34947	1
CKLF	78.8845	96.2842	0.287558	0.0611274
RP11-157L10.1	0	0	0	1
TDGF1P4	0	0	0	1
RP11-64P12.8	0.364256	0.574371	0.65703	0.051871
RP1-13D10.5	0	0	0	1
AC110079.1	0.611095	0.441401	-0.469305	0.902437
RP1-28C20.1	0.00547852	0	-Inf	1
RP11-204C16.4	0.0936853	0	-Inf	1
RP1-142O9.2	0	0	0	1
PTGES3P2	0	0	0	1
RP4-803A2.1	0.0795823	0.89197	3.48647	0.49418
HIST1H2BPS2	0.311118	6.49448	4.38368	0.506498
RP1-95L4.4	0.666096	0.116253	-2.51847	0.0590956
RP11-63K6.1	0	0.850865	Inf	0.344438
RP11-415D17.1	0	0	0	1
RP11-65C6.1	0.140876	0.112196	-0.328397	1
NUS1P4	0	0.206069	Inf	1
MGC10955	0.0703969	1.98928	4.82059	0.158856
SERPINB8P1	0	0	0	1
RPS10P3	0.0890088	0	-Inf	1
AC064847.4	0	5.4927	Inf	0.0581759
CCT7P1	0.29795	0.184877	-0.688501	1
RP1-303A1.1	0.017193	0.181223	3.39788	1
RP11-160A9.2	0	1.76518	Inf	0.451387
RP11-76H14.2	0	0	0	1
FEM1AP3	0	0	0	1
RP11-156F23.2	0	0	0	1
LDHAL6FP	0	0	0	1
RP3-508D13.1	0	0	0	1
ASS1P9	0	0	0	1
RP11-465B22.3	8.08849	20.2608	1.32475	0.000538752
RP11-191A15.2	0	0	0	1
FAT1P1	0.0417271	0	-Inf	1
RP11-69I22.2	0	0	0	1
SNRPEP6	0	0	0	1
AC099552.4	0	0	0	1
RP6-159A1.2	0.0270884	0	-Inf	1
HIST1H4PS1	0.461225	2.87183	2.63843	1
OR4F7P	0	0	0	1
RP11-534P19.1	0	0	0	1
RP11-66N11.5	0.252887	1.52426	2.59154	0.0105062
ZNF839P1	0	0	0	1
RP11-420K8.2	0	4.54379	Inf	0.517415
RP1-24O22.3	0.0443593	0.0383104	-0.211499	1
PAM16	65.7281	108.387	0.72161	0.13646
AC073869.20	0.118397	0.26443	1.15925	1
KRT19P1	0	0.109957	Inf	1
ZNF192P2	0.00798689	0.966333	6.91874	0.357551
RP4-800J21.3	0.0347953	0.393672	3.50003	0.493292
PRKRIRP5	0	0.0297642	Inf	1
RP11-157J24.1	0.0206443	0.0744773	1.85105	1
RP1-232L24.2	0	0	0	1
RP3-407E4.4	0	0	0	1
RP11-96J19.2	0	0	0	1
RP11-561C5.5	0	0.432643	Inf	0.106972
RSL24D1P1	0	1.16383	Inf	0.000538752
RP1-13D10.2	0.041968	3.07418	6.19477	0.342725
DNAJA1P4	0	0	0	1
RP1-261G23.4	0	0	0	1
KIRREL3-AS3	0	0	0	1
AP000567.27	0	0	0	1
ERHP2	0	0	0	1
KRT18P22	0.0172123	0.0465267	1.43462	1
RP11-427E4.1	0	0	0	1
AC016739.2	0.569351	0.823773	0.532929	1
SLC25A5P7	0	0	0	1
KRT8P43	0	0.235889	Inf	1
RP11-325O24.1	0	0.483988	Inf	1
POM121L14P	0.0193148	1.01276	5.71244	0.373165
HLFP1	0	0	0	1
RPS20P32	0	1.59825	Inf	0.17288
RP11-367G18.2	0.111212	1.3114	3.55972	0.499967
FTH1P26	0	0.242844	Inf	1
TATDN2P2	0.341323	0.792952	1.2161	0.464982
RP11-889L3.1	0.110294	0	-Inf	1
NEPNP	0.00730493	0.05488	2.90934	1
RP11-96J19.1	0	0	0	1
RP11-501I19.4	0.0162933	0	-Inf	1
RP3-407E4.3	0.0144408	0	-Inf	1
HIST1H2APS3	0	0	0	1
MORF4L1P1	0.0364208	0.307169	3.0762	1
RP11-63K6.4	0	11.198	Inf	0.000538752
AC006024.4	0	0	0	1
RP11-393I2.2	0	0.0923975	Inf	1
C1orf196	0	0	0	1
TENM3	4.15943	2.2814	-0.866465	0.0773682
RP4-724P12.1	0	0	0	1
VN1R14P	0	0.897802	Inf	0.000538752
HNRNPA1P1	0	0	0	1
LYPLA1P3	0	0	0	1
RP11-551A11.1	0	0	0	1
LL22NC03-75H12.2	0	0	0	1
RAET1K	0.274558	0.137746	-0.995098	1
RP11-14H3.3	0	8.01819	Inf	0.000538752
SLC25A20P1	0	3.12117	Inf	0.000538752
AC012078.2	0	0	0	1
AC110619.2	0.104353	0.508018	2.28341	0.550083
RP11-296E7.1	0.00243499	0.254489	6.70754	1
AC016773.1	0.166056	0.119393	-0.475959	1
NDUFS5P1	0	0	0	1
RP11-475C16.1	0.169608	0.328869	0.955314	1
RP1-136O14.1	0.0473722	0	-Inf	1
HNRNPA1P19	0	2.74565	Inf	0.000538752
RPS27P15	0	3.74332	Inf	1
RP1-140K8.2	0	0	0	1
RP11-93K7.1	0	0	0	1
RP11-108N13.1	0	0	0	1
RP11-554D15.2	0	2.76195	Inf	1
RP11-344F20.1	0	0	0	1
RP3-422G23.3	0	0	0	1
H2AFZP3	0	0	0	1
LINC00339	14.6966	7.86271	-0.902384	0.0364063
SPTLC1P2	0	0	0	1
RP11-184C23.4	0	0	0	1
RP11-420A21.1	0	0.527361	Inf	1
AP002530.2	0	0	0	1
AP000350.4	2.47012	10.4982	2.0875	0.0868343
OR4K12P	0	0	0	1
RP1-253B10.1	0	0	0	1
RP11-12A2.1	0	0.383715	Inf	0.000538752
RP1-256G22.1	0	0	0	1
RP3-416J7.1	0	0	0	1
GAPDHP63	0	0	0	1
RP4-791C19.1	0	0.0510795	Inf	1
RP11-2J18.1	0.120109	0.566636	2.23808	1
RP3-407E4.2	0	2.90262	Inf	0.000538752
RP3-395C13.1	0	0	0	1
RP11-425D10.4	0	0.242823	Inf	1
RP11-686D16.2	0	0	0	1
AC008060.7	0	0.0469855	Inf	1
BRD7P4	0	0.0481003	Inf	1
AC010150.1	0.178717	18.7118	6.71013	0.409724
RP3-341I10.1	0	0	0	1
HIST1H2APS4	5.82009	38.6373	2.73088	0.000538752
ST13P16	0	0	0	1
RP1-34L19.1	0	9.18837	Inf	0.000538752
RP11-302L19.2	0	0	0	1
RP11-174C7.2	0	0	0	1
RP5-1032F13.1	0	0	0	1
RP3-453I5.2	0	0	0	1
RP5-1046G13.2	0	0	0	1
AC007390.5	35.2462	29.6697	-0.24848	0.780929
DBIP1	0	0	0	1
RP3-340B19.5	0	1.3669	Inf	1
RPL18AP8	0	0	0	1
RP3-472M2.2	0	0	0	1
RP11-207F8.1	0	0	0	1
FAM8A6P	0	0	0	1
RP11-331O9.3	0	0	0	1
HSPD1P16	0	0	0	1
RP3-382I10.3	0	0	0	1
GSTM2P1	0	0	0	1
RP3-369A17.2	0	0	0	1
RP1-229K20.5	0	1.94309	Inf	0.527143
RP11-59D5__B.3	0	0.178263	Inf	1
AC010872.2	0	0	0	1
PAPOLB	0	0.138068	Inf	1
RP11-361F19.1	0	0	0	1
FAM138C	0	0	0	1
RP1-209B5.2	0	0	0	1
CNN3P1	0	0	0	1
SLC25A6P6	0	0	0	1
RP11-249L21.2	0	1.08398	Inf	1
NUFIP1P	0	0	0	1
ZNF579	7.85042	7.26675	-0.111459	0.858777
RP3-451B15.3	0	0	0	1
RP1-20N2.2	0.0400487	0	-Inf	1
PTMAP3	0	23.0632	Inf	0.352302
RP11-11D8.3	0	0	0	1
RP11-528A10.1	0	0.115928	Inf	1
FTH1P15	7.36482	59.7007	3.01902	0.0115022
RP1-137F1.3	0	0	0	1
CCNG1P1	0	0	0	1
RP1-99E18.2	0.139015	0.160783	0.209873	1
CTA-299D3.8	0	0	0	1
RP3-340B19.2	0.0892398	1.61156	4.17462	0.357619
RPS3AP2	0.11404	3.88247	5.08937	0.102761
AC005102.1	0	0.54281	Inf	1
IGKV1OR2-118	0.0999099	5.20851	5.7041	0.55277
TRIM51FP	0	0	0	1
CELA3B	0	0.650743	Inf	0.109431
RP11-506E9.1	0	3.91576	Inf	0.000538752
RP13-371D18.2	0	0	0	1
RP3-433F14.2	0	0	0	1
RP3-359N14.1	0.00569853	0	-Inf	1
RP11-323I14__A.1	0	0	0	1
RP1-167A19.5	0.240713	0.904262	1.90943	0.0297079
RP11-203F10.6	0	1.63169	Inf	0.377728
RP11-129H15.3	0	0	0	1
RP11-304C16.2	0	0	0	1
RP11-134L4.1	0	0.103388	Inf	1
RP11-214N16.2	0	0	0	1
RP11-569A2.2	0	0	0	1
AC011298.2	0	0.425654	Inf	0.000538752
HMGB1P20	0	0.879982	Inf	0.000538752
FTH1P19	0.123634	1.57686	3.6729	0.730513
RP11-107N4.1	0	0	0	1
RP1-253B10.2	0	0	0	1
RNASEK	199.828	448.59	1.16664	0.000538752
RP11-181C21.4	0	0.0784253	Inf	1
RP11-480N24.3	0	335.107	Inf	0.0581759
RP11-63K6.5	0	0.8118	Inf	0.000538752
AMZ2P2	0	10.1055	Inf	0.34605
RPS6P7	0	0	0	1
RP11-14I4.2	0	0	0	1
OR2E1P	0	0	0	1
RP1-217P22.2	0	0	0	1
RPS20P2	0	39.4131	Inf	0.000538752
VN1R8P	0	0	0	1
RP11-151M7.1	0	0	0	1
PIP5K1P1	0.0135265	0.252139	4.22036	1
MRPL42P3	0	0	0	1
RP11-472G23.3	0	0	0	1
RP11-174C7.3	0	0	0	1
RP1-273P12.1	0	7.93251	Inf	0.000538752
RP11-397G5.2	0	18.6445	Inf	0.000538752
RP11-307F22.2	0	0	0	1
RPL31P52	0.20622	56.6214	8.10102	0.421631
RP11-250B2.2	0	0	0	1
ZNF299P	0	0	0	1
RP1-142O9.1	0	0	0	1
RP11-69L16.3	0	0	0	1
RP11-491H9.3	0	0.171755	Inf	1
ATF1P1	0	0	0	1
AC019129.1	0	0	0	1
RP1-265C24.5	0.0301982	0.783071	4.69661	0.523007
RP11-351K16.4	0.0694675	0.397071	2.51499	1
RP11-524C21.1	0	0	0	1
RP11-106E7.1	0	0	0	1
RP4-761J14.8	0.394902	2.00798	2.34618	0.417647
MBL3P	0	0	0	1
RP11-350J20.4	0.0623889	0.70094	3.48993	0.753396
C11orf20	1.17488	1.72695	0.555706	0.620138
FAM19A5	0	0	0	1
RP11-3B12.3	0.0223428	0	-Inf	1
RP11-193H22.2	0	0.328991	Inf	1
RPL23P8	0.126807	0	-Inf	1
RP4-810F7.1	0	0	0	1
RP11-240M16.2	0	0.0832147	Inf	1
RP3-337H4.6	0.229042	1.11827	2.28758	0.731994
NBPF1	32.0493	33.2555	0.0533002	0.937556
RP11-365H23.1	0	0	0	1
RP11-158D1.1	0	0	0	1
RP11-1396O13.13	0	0	0	1
RP11-15J23.1	0	0	0	1
FTH1P8	0.684798	3.03532	2.1481	0.0241033
AP000580.1	10.3111	24.4192	1.24382	0.623254
RP3-323K23.3	0	0	0	1
AC006465.3	15.639	11.0807	-0.497107	0.564343
RPL17P25	0	0	0	1
RP11-374I15.1	0	0	0	1
RP1-281H8.3	0	12.5612	Inf	0.000538752
RP11-346C16.4	0	0	0	1
ZNF259P1	0.00169673	0.0451736	4.73465	1
RP1-288M22.1	0	0	0	1
RP11-31K13.1	0	0.158563	Inf	1
NCSTNP1	0	0	0	1
RP11-132M7.2	0	0	0	1
PPP1R3G	2.40689	0.488829	-2.29977	0.000538752
HIGD1AP16	0.53064	60.1	6.82349	0.523595
RP11-126M14.1	0	0	0	1
RP11-291C6.1	0	0	0	1
FAM228B	1.94545	7.78892	2.00132	0.0784361
RP11-482L14.1	0	0	0	1
BMPR1APS1	0	0	0	1
GCNT1P4	0	0	0	1
CTD-2006C1.2	0.055099	8.32526	7.23932	0.000538752
RP11-174C7.1	0	0	0	1
RP1-20N4.1	0	0	0	1
RP11-191A15.4	0	0	0	1
RP3-425P12.4	0	0.154949	Inf	1
RP11-262H14.11	0.595045	0	-Inf	1
RP11-325O24.2	0.0820744	0	-Inf	1
RP11-425D10.2	0	0.0969693	Inf	1
RP5-991C6.2	0.55585	0	-Inf	1
RP1-92C8.2	0	0	0	1
RP11-532F6.2	0	0	0	1
RPL26P20	0	0	0	1
RP11-560O20.1	0	0	0	1
XXbac-BPG34I8.3	0	1.04257	Inf	0.000538752
RP1-292B18.1	0.187906	1.33528	2.82906	0.690062
RP1-199J3.5	0.333081	0.545767	0.712414	0.576546
RP11-793L10.1	0	0	0	1
RP1-249H1.3	0	0	0	1
VN1R11P	0	0.274937	Inf	1
RP11-506B6.3	0.147414	1.01989	2.79047	0.0544521
RP11-123H21.1	0	0	0	1
RP1-172I22.1	0	0	0	1
OSTCP6	0	0	0	1
PPIAP9	0	21.8674	Inf	0.000538752
ATP5F1P6	0	0	0	1
ARF1P1	0	0	0	1
XX-C2158C6.2	0	0	0	1
RP3-483K16.3	0	0.766858	Inf	1
RP11-40G16.1	0	0	0	1
RP11-430A19.2	3.86793	0	-Inf	1
GAPDHP42	0	0	0	1
ZSCAN12P1	1.24993	8.68246	2.79626	0.000538752
RPL35P3	0	0	0	1
RP11-394A14.2	0	0.0993819	Inf	1
RP11-40C6.2	0	0	0	1
GAPDHP67	0	0.199578	Inf	1
RPL12P8	0	6.09815	Inf	0.000538752
SPTLC1P3	0	0	0	1
KRT18P50	0	0	0	1
RP11-378G13.2	0	0.169358	Inf	1
BTF3P7	0.0830524	0.255359	1.62043	1
RP11-420L9.2	0	1.98176	Inf	0.000538752
RP11-288G3.3	0	2.39255	Inf	0.000538752
LINGO3	0	4.69732	Inf	0.000538752
RP1-91N13.1	0	0	0	1
RP11-17M16.1	0	0	0	1
RP1-263J7.1	0	0	0	1
RP1-207H1.2	0	0	0	1
LAP3P1	0	0	0	1
RP11-307I14.2	0	0.160126	Inf	1
RP1-6P5.2	0	0	0	1
MTCYBP4	0	0	0	1
MRPL32P1	0	77.9484	Inf	0.000538752
RP1-72A23.3	0	27.6417	Inf	0.000538752
RP4-570O12.2	0	0	0	1
AF238380.8	0	0.329755	Inf	1
RP3-354N19.1	0	0	0	1
RP11-46B11.2	0	7.02954	Inf	0.000538752
HNRNPA1P12	0.0830265	0.366593	2.14254	1
RP1-37N7.3	0.0977977	0.558063	2.51255	0.0105062
RP11-486M3.2	0	0	0	1
HMGB3P18	0	0	0	1
ZGLP1	3.52472	18.3788	2.38247	0.232199
RP1-53C18.3	0	0	0	1
VAMP2	13.2174	50.3038	1.92823	0.000538752
RP1-24O22.1	0	0	0	1
RPS24P12	0.0792759	0.493614	2.63843	1
RP11-76H14.5	0	0	0	1
ZNF402P	0	0	0	1
AC093802.1	0.00347164	0.0657178	4.2426	1
ACTBP8	0	1.2378	Inf	0.000538752
RP3-455E7.1	0	0	0	1
RP1-56L9.3	0.0407238	0.472386	3.53602	0.386828
RPL35AP18	0	0	0	1
HIST2H2BD	0.182665	0.755782	2.04877	0.316202
RP11-129H15.1	0	0	0	1
RP3-433F14.1	0	0	0	1
RP11-440K22.1	0	0	0	1
RP11-230C9.1	0	0	0	1
