gene	process	chr	function	ENSG
NDUFS6	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity	NA
NDUFS7	Electron Transport Chain	NA	4 iron; 4 sulfur cluster binding; NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity; quinone binding	NA
NDUFS8	Electron Transport Chain	NA	4 iron; 4 sulfur cluster binding; NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFV1	Electron Transport Chain	NA	4 iron; 4 sulfur cluster binding; FMN binding; NAD binding; NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NDUFV2	Electron Transport Chain	NA	NADH dehydrogenase (ubiquinone) activity; NADH dehydrogenase activity	NA
NFS1	Fe-S cluster biosynthesis	NA	cystathionine gamma-lyase activity; cysteine desulfurase activity; pyridoxal phosphate binding	NA
NFU1	Fe-S cluster biosynthesis	NA	ATP binding; ATP-dependent helicase activity; iron ion binding; iron-sulfur cluster binding; nucleic acid binding	NA
NIF3L1	Replication & Transcription	NA		NA
NIPSNAP1	Electron Transport Chain	NA		NA
NIT1	Amino Acid Metabolism	NA	bis(5'-adenosyl)-triphosphatase activity; hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; nitrilase activity	NA
NIT2	Amino Acid Metabolism	NA	bis(5'-adenosyl)-triphosphatase activity; hydrolase activity; acting on carbon-nitrogen (but not peptide) bonds; nitrilase activity	NA
NLN	Protein Stability & Degradation	NA	metalloendopeptidase activity	NA
NME6	Nucleotide Metabolism	NA	ATP binding; nucleoside diphosphate kinase activity	NA
NOA1	Translation	NA	GTP binding; GTPase activity	NA
NRD1	Mitochondrial Signaling	NA	metal ion binding; metalloendopeptidase activity; zinc ion binding	NA
NSUN3	Translation	NA	methyltransferase activity	NA
NSUN4	Translation	NA	methyltransferase activity	NA
NTHL1	Replication & Transcription	NA	4 iron; 4 sulfur cluster binding; DNA binding; oxidized pyrimidine nucleobase lesion DNA N-glycosylase activity	NA
NUBPL	Electron Transport Chain	NA	ATP binding; nucleotide binding	NA
NUDT19	Metabolism of Lipids & Lipoproteins	NA	hydrolase activity	NA
NUDT2	ROS Defense	NA	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	NA
NUDT6	Apoptosis	NA	hydrolase activity	NA
NUDT9	Nucleotide Metabolism	NA	hydrolase activity	NA
OAT	Amino Acid Metabolism	NA	ornithine-oxo-acid transaminase activity; pyridoxal phosphate binding	NA
OGDH	TCA Cycle	NA	oxoglutarate dehydrogenase (succinyl-transferring) activity; thiamine pyrophosphate binding	NA
OGDHL	TCA Cycle	NA	oxoglutarate dehydrogenase (succinyl-transferring) activity; thiamine pyrophosphate binding	NA
OGG1	ROS Defense	NA	damaged DNA binding; DNA-(apurinic or apyrimidinic site) lyase activity; oxidized purine nucleobase lesion DNA N-glycosylase activity	NA
OPA1	Mitochondrial Dynamics	NA	GTP binding; GTPase activity	NA
OPA3	Metabolism of Lipids & Lipoproteins	NA		NA
Opa3 like	Metabolism of Lipids & Lipoproteins	NA	  	NA
OSGEPL1	Translation	NA		NA
OXA1L	Electron Transport Chain	NA	protein transporter activity	NA
OXCT1	Amino Acid Metabolism	NA	3-oxoacid CoA-transferase activity	NA
OXCT2	Amino Acid Metabolism	NA	3-oxoacid CoA-transferase activity	NA
OXR1	ROS Defense	NA	  	NA
OXSM	Fatty Acid Biosynthesis	NA	3-oxoacyl-[acyl-carrier-protein] synthase activity	NA
P4HA1	Amino Acid Metabolism	NA	iron ion binding; L-ascorbic acid binding; oxidoreductase activity; acting on single donors with incorporation of molecular oxygen; incorporation of two atoms of oxygen; procollagen-proline 4-dioxygenase activity	NA
PACRG	Apoptosis	NA	G-protein coupled receptor binding	NA
PAM16	Import & Sorting	NA		NA
PANK2	Metabolism of Vitamins & Co-Factors	NA	ATP binding; pantothenate kinase activity	NA
PARK2	Protein Stability & Degradation	NA	ubiquitin conjugating enzyme binding; ubiquitin-protein ligase activity; zinc ion binding	NA
PARK7	ROS Defense	NA	glyoxalase III activity| protein deglycase activity; transcription coactivator activity	NA
PARL	Apoptosis	NA	serine-type endopeptidase activity	NA
PARS2	Translation	NA	ATP binding; glycine-tRNA ligase activity; proline-tRNA ligase activity	NA
PC	Amino Acid Metabolism	NA	ATP binding; biotin carboxylase activity; DNA binding; metal ion binding; pyruvate carboxylase activity	NA
PCBD2	Amino Acid Metabolism	NA	4-alpha-hydroxytetrahydrobiopterin dehydratase activity	NA
PCCA	Amino Acid Metabolism	NA	ATP binding; biotin carboxylase activity; metal ion binding; methylcrotonoyl-CoA carboxylase activity	NA
PCK2	Pyruvate Metabolism	NA	GTP binding; phosphoenolpyruvate carboxykinase (GTP) activity	NA
PDE12	Translation	NA	  	NA
PDHA1	Pyruvate Metabolism	NA	pyruvate dehydrogenase (acetyl-transferring) activity	NA
PDHA2	Pyruvate Metabolism	NA	pyruvate dehydrogenase (acetyl-transferring) activity	NA
PDHB	Pyruvate Metabolism	NA	pyruvate dehydrogenase (acetyl-transferring) activity	NA
PDK1	Pyruvate Metabolism	NA	ATP binding; pyruvate dehydrogenase (acetyl-transferring) kinase activity	NA
PDK2	Pyruvate Metabolism	NA	ATP binding; pyruvate dehydrogenase (acetyl-transferring) kinase activity	NA
PDK3	Pyruvate Metabolism	NA	ATP binding; pyruvate dehydrogenase (acetyl-transferring) kinase activity	NA
PDK4	Pyruvate Metabolism	NA	ATP binding; pyruvate dehydrogenase (acetyl-transferring) kinase activity	NA
PDP1	Pyruvate Metabolism	NA	[pyruvate dehydrogenase (lipoamide)] phosphatase activity; phosphoprotein phosphatase activity; protein serine/threonine phosphatase activity	NA
PDP2	Pyruvate Metabolism	NA	[pyruvate dehydrogenase (lipoamide)] phosphatase activity; phosphoprotein phosphatase activity; protein serine/threonine phosphatase activity	NA
PDPR	Pyruvate Metabolism	NA	[pyruvate dehydrogenase (lipoamide)] phosphatase regulator activity; aminomethyltransferase activity; oxidoreductase activity	NA
PDSS1	Ubiquinone Biosynthesis	NA	trans-hexaprenyltranstransferase activity	NA
PDSS2	Ubiquinone Biosynthesis	NA	trans-hexaprenyltranstransferase activity	NA
PET112	Translation	NA	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	NA
PET117	Electron Transport Chain	NA	  	NA
PGAM5	Mitochondrial Dynamics	NA	phosphoprotein phosphatase activity; protein binding; protein serine/threonine kinase activator activity	NA
PGS1	Cardiolipin Biosynthesis	NA	CDP-diacylglycerol-glycerol-3-phosphate 3-phosphatidyltransferase activity	NA
PHB	Replication & Transcription	NA	  	NA
PHB2	Mitochondrial Dynamics	NA		NA
PIN4	Translation	NA	peptidyl-prolyl cis-trans isomerase activity	NA
PINK1	Mitochondrial Dynamics	NA	ATP binding; protein binding; protein kinase activity; protein serine/threonine kinase activity	NA
PISD	Metabolism of Lipids & Lipoproteins	NA	phosphatidylserine decarboxylase activity	NA
PITRM1	Protein Stability & Degradation	NA	metal ion binding; metalloendopeptidase activity	NA
PLD6	Cardiolipin Biosynthesis	NA	cardiolipin hydrolase activity; cardiolipin synthase activity; endoribonuclease activity, producing 5â€™-phosphomonoesters	NA
PMPCA	Import & Sorting	NA	metal ion binding; metalloendopeptidase activity	NA
PMPCB	Electron Transport Chain	NA	metal ion binding; metalloendopeptidase activity; ubiquinol-cytochrome-c reductase activity	NA
PNKD	Translation	NA	  	NA
PNPT1	Translation	NA	3'-5'-exoribonuclease activity; polyribonucleotide nucleotidyltransferase activity; RNA binding	NA
POLG	Replication & Transcription	NA	3'-5'-exodeoxyribonuclease activity; DNA binding; DNA-directed DNA polymerase activity	NA
POLG2	Replication & Transcription	NA	DNA-directed DNA polymerase activity	NA
POLRMT	Replication & Transcription	NA	DNA binding; DNA-directed RNA polymerase activity	NA
PPA2	Translation	NA	inorganic diphosphatase activity; magnesium ion binding	NA
PPIF	Calcium Signaling & Transport	NA	cyclin-dependent protein serine/threonine kinase regulator activity; peptidyl-prolyl cis-trans isomerase activity	NA
PPOX	Heme Biosynthesis	NA	oxygen-dependent protoporphyrinogen oxidase activity	NA
PPTC7	TCA Cycle	NA	catalytic activity	NA
PRDX1	ROS Defense	NA	antioxidant activity; glutathione peroxidase activity; peroxidase activity; thioredoxin peroxidase activity	NA
PRDX2	ROS Defense	NA	antioxidant activity; glutathione peroxidase activity; peroxidase activity; thioredoxin peroxidase activity	NA
PRDX3	ROS Defense	NA	antioxidant activity; glutathione peroxidase activity; peroxidase activity; thioredoxin peroxidase activity	NA
PRDX4	ROS Defense	NA	antioxidant activity; glutathione peroxidase activity; peroxidase activity; thioredoxin peroxidase activity	NA
PRDX5	ROS Defense	NA	antioxidant activity; oxidoreductase activity	NA
PRELID1	Apoptosis	NA		NA
PRODH	Amino Acid Metabolism	NA	proline dehydrogenase activity	NA
PRODH2	Amino Acid Metabolism	NA		NA
PSTK	Translation	NA		NA
PTCD1	Translation	NA	poly(A) RNA binding	NA
PTCD3	Translation	NA		NA
PTPMT1	Metabolism of Lipids & Lipoproteins	NA	phosphatidylinositol-4; 5-bisphosphate 5-phosphatase activity; protein tyrosine phosphatase activity; protein tyrosine/serine/threonine phosphatase activity	NA
PTRH2	Translation	NA	aminoacyl-tRNA hydrolase activity	NA
PUS1	Translation	NA	pseudouridine synthase activity; pseudouridylate synthase activity; RNA binding	NA
PUSL1	Translation	NA	pseudouridine synthase activity; RNA binding	NA
PYCR1	Amino Acid Metabolism	NA	pyrroline-5-carboxylate reductase activity	NA
PYCR2	Amino Acid Metabolism	NA	pyrroline-5-carboxylate reductase activity	NA
QARS	Translation	NA	ATP binding; glutamine-tRNA ligase activity	NA
QDPR	Amino Acid Metabolism	NA	6; 7-dihydropteridine reductase activity	NA
QRSL1	Translation	NA	glutaminyl-tRNA synthase (glutamine-hydrolyzing) activity	NA
QTRT1	Translation	NA	queuine tRNA-ribosyltransferase activity	NA
RAD51	Replication & Transcription	NA	ATP binding; damaged DNA binding; DNA-dependent ATPase activity; protein binding; recombinase activity	NA
RARS	Translation	NA	arginine-tRNA ligase activity; ATP binding	NA
RARS2	Translation	NA	arginine-tRNA ligase activity; ATP binding	NA
RBFA	Translation	NA	  	NA
REXO2	Translation	NA	3'-5'-exoribonuclease activity; exonuclease activity; nucleic acid binding; oligonucleotidase activity	NA
RFK	Metabolism of Vitamins & Co-Factors	NA	riboflavin kinase activity	NA
RHOT1	Mitochondrial Signaling	NA	calcium ion binding; GTP binding; GTPase activity	NA
RHOT2	Mitochondrial Signaling	NA	calcium ion binding; GTP binding; GTPase activity	NA
RMND1	Translation	NA		NA
RNF185	Protein Stability & Degradation	NA	zinc ion binding	NA
RNF5	Protein Stability & Degradation	NA	zinc ion binding	NA
RNMTL1	Translation	NA	RNA binding; RNA methyltransferase activity	NA
ROMO1	ROS Defense	NA	  	NA
RPS6KB1	Apoptosis	NA	ATP binding; protein serine/threonine kinase activity; ribosomal protein S6 kinase activity	NA
RPUSD4	Translation	NA	diaminohydroxyphosphoribosylaminopyrimidine deaminase activity; pseudouridine synthase activity; RNA binding	NA
RTN4IP1	Electron Transport Chain	NA	oxidoreductase activity; zinc ion binding	NA
SAMM50	Import & Sorting	NA		NA
SARDH	Metabolism of Lipids & Lipoproteins	NA	aminomethyltransferase activity; sarcosine dehydrogenase activity	NA
SARS	Translation	NA	ATP binding; serine-tRNA ligase activity	NA
SARS2	Translation	NA	ATP binding; serine-tRNA ligase activity; tRNA binding	NA
SCCPDH	Amino Acid Metabolism	NA	oxidoreductase activity	NA
SCO1	Electron Transport Chain	NA	copper chaperone activity; cytochrome-c oxidase activity	NA
SCO2	Electron Transport Chain	NA	copper chaperone activity; cytochrome-c oxidase activity	NA
SCP2	Bile Acid Synthesis	NA	acetyl-CoA C-acyltransferase activity; phospholipid transporter activity; sterol binding; transferase activity; transferring acyl groups other than amino-acyl groups	NA
SDHA	Electron Transport Chain	NA	flavin adenine dinucleotide binding; succinate dehydrogenase (ubiquinone) activity; succinate-CoA ligase (GDP-forming) activity	NA
SDHAF2	Electron Transport Chain	NA	copper ion binding	NA
SDHAF3	Electron Transport Chain	NA	  	NA
SDHAF4	Electron Transport Chain	NA	  	NA
SDHB	Electron Transport Chain	NA	2 iron; 2 sulfur cluster binding; electron carrier activity; succinate dehydrogenase (ubiquinone) activity	NA
SDHC	Electron Transport Chain	NA	electron carrier activity; succinate dehydrogenase (ubiquinone) activity; succinate dehydrogenase activity	NA
SDHD	Electron Transport Chain	NA	succinate dehydrogenase (ubiquinone) activity; succinate dehydrogenase activity	NA
SFXN1	Import & Sorting	NA	cation transmembrane transporter activity; tricarboxylate secondary active transmembrane transporter activity	NA
SFXN2	Import & Sorting	NA	cation transmembrane transporter activity; tricarboxylate secondary active transmembrane transporter activity; DNA binding	NA
SFXN3	Import & Sorting	NA	cation transmembrane transporter activity; tricarboxylate secondary active transmembrane transporter activity; DNA binding	NA
SFXN5	Import & Sorting	NA	cation transmembrane transporter activity; tricarboxylate secondary active transmembrane transporter activity; DNA binding	NA
SHC1	Mitochondrial Signaling	NA	receptor tyrosine kinase binding	NA
SHMT1	Folate & Pterine Metabolism	NA	glycine hydroxymethyltransferase activity; pyridoxal phosphate binding	NA
SHMT2	Folate & Pterine Metabolism	NA	glycine hydroxymethyltransferase activity; pyridoxal phosphate binding	NA
SIRT1	Mitochondrial Signaling	NA	histone deacetylase activity; NAD+ binding; NAD-dependent histone deacetylase activity; transcription factor binding	NA
SIRT4	Mitochondrial Signaling	NA	NAD+ binding	NA
slc17a8	Mitochondrial Carrier	NA	high affinity inorganic phosphate:sodium symporter activity; high-affinity glutamate transmembrane transporter activity; sodium:inorganic phosphate symporter activity; sodium-dependent phosphate transmembrane transporter activity	NA
SLC22A4	Mitochondrial Carrier	NA	cation transmembrane transporter activity; organic cation transmembrane transporter activity	NA
SLC25A1	Mitochondrial Carrier	NA	transmembrane transporter activity; tricarboxylate secondary active transmembrane transporter activity	NA
SLC25A10	Mitochondrial Carrier	NA	dicarboxylic acid transmembrane transporter activity; inorganic phosphate transmembrane transporter activity; malate transmembrane transporter activity; oxaloacetate transmembrane transporter activity; succinate transmembrane transporter activity; sulfate transmembrane transporter activity; thiosulfate transmembrane transporter activity; transmembrane transporter activity; oxoglutarate:malate antiporter activity; 	NA
SLC25A11	Mitochondrial Carrier	NA	oxoglutarate:malate antiporter activity; transmembrane transporter activity	NA
SLC25A12	Calcium Signaling & Transport	NA	calcium ion binding; transmembrane transporter activity	NA
SLC25A13	Calcium Signaling & Transport	NA	calcium ion binding; transmembrane transporter activity	NA
SLC25A14	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A15	Mitochondrial Carrier	NA	amino acid transmembrane transporter activity; L-ornithine transmembrane transporter activity; transmembrane transporter activity	NA
SLC25A16	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A18	Mitochondrial Carrier	NA	acyl carnitine transmembrane transporter activity; carnitine transmembrane transporter activity; transmembrane transporter activity	NA
SLC25A19	Mitochondrial Carrier	NA	oxidative phosphorylation uncoupler activity; transmembrane transporter activity	NA
SLC25A19	Fatty Acid Biosynthesis	NA	thiamine pyrophosphate-transporting ATPase activity; transmembrane transporter activity	NA
SLC25A2	Mitochondrial Carrier	NA	amino acid transmembrane transporter activity; L-ornithine transmembrane transporter activity; transmembrane transporter activity	NA
SLC25A20	Fatty Acid Metabolism	NA	acyl carnitine transmembrane transporter activity; carnitine transmembrane transporter activity; carnitine:acyl carnitine antiporter activity; transmembrane transporter activity	NA
SLC25A21	Mitochondrial Carrier	NA	oxidative phosphorylation uncoupler activity; transmembrane transporter activity; tricarboxylate secondary active transmembrane transporter activity	NA
SLC25A22	Mitochondrial Carrier	NA	acyl carnitine transmembrane transporter activity; carnitine transmembrane transporter activity; transmembrane transporter activity	NA
SLC25A23	Mitochondrial Carrier	NA	calcium ion binding; transmembrane transporter activity	NA
SLC25A24	Mitochondrial Carrier	NA	calcium ion binding; transmembrane transporter activity	NA
SLC25A25	Mitochondrial Carrier	NA	calcium ion binding; transmembrane transporter activity	NA
SLC25A26	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A27	Mitochondrial Carrier	NA	oxidative phosphorylation uncoupler activity; transmembrane transporter activity	NA
SLC25A28	Fe-S cluster biosynthesis	NA	iron ion transmembrane transporter activity; transmembrane transporter activity	NA
SLC25A29	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A3	Mitochondrial Carrier	NA	phosphate ion transmembrane transporter activity; transmembrane transporter activity	NA
SLC25A30	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A31	Mitochondrial Dynamics	NA	ATP:ADP antiporter activity; transmembrane transporter activity	NA
SLC25A32	Folate & Pterine Metabolism	NA	folic acid transporter activity; transmembrane transporter activity	NA
SLC25A33	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A34	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A35	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A36	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A37	Fe-S cluster biosynthesis	NA	iron ion transmembrane transporter activity; transmembrane transporter activity	NA
SLC25A39	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A4	Mitochondrial Dynamics	NA	ATP:ADP antiporter activity; transmembrane transporter activity	NA
SLC25A40	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A41	Mitochondrial Carrier	NA	calcium ion binding; transmembrane transporter activity	NA
SLC25A42	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A44	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A45	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A46	Mitochondrial Dynamics	NA	  	NA
SLC25A47	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A48	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A5	Mitochondrial Dynamics	NA	ATP:ADP antiporter activity; transmembrane transporter activity	NA
SLC25A51	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A52	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A53	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
SLC25A6	Mitochondrial Dynamics	NA	ATP:ADP antiporter activity; transmembrane transporter activity	NA
SLC3A1	Mitochondrial Carrier	NA	alpha-glucosidase activity; catalytic activity; cation binding	NA
SLC44A1	Mitochondrial Carrier	NA		NA
SLIRP	Translation	NA	mRNA binding; nucleic acid binding; nucleotide binding	NA
SLMO1	Metabolism of Lipids & Lipoproteins	NA		NA
SLMO2	Metabolism of Lipids & Lipoproteins	NA		NA
SOD2	ROS Defense	NA	antioxidant activity; metal ion binding; superoxide dismutase activity	NA
SORD	Fructose Metabolism	NA	L-iditol 2-dehydrogenase activity; zinc ion binding	NA
SPG7	Mitochondrial Dynamics	NA	ATP binding; ATPase activity; metalloendopeptidase activity; metallopeptidase activity; zinc ion binding	NA
SQRDL	Amino Acid Metabolism	NA	oxidoreductase activity	NA
SRC	Mitochondrial Signaling	NA	ATP binding; protein tyrosine kinase activity	NA
SSBP1	Replication & Transcription	NA	single-stranded DNA binding	NA
STAR	Bile Acid Synthesis	NA	cholesterol binding; cholesterol transporter activity	NA
STOML2	Calcium Signaling & Transport	NA		NA
SUCLA2	TCA Cycle	NA	ATP binding; metal ion binding; succinate-CoA ligase (ADP-forming) activity	NA
SUCLG1	TCA Cycle	NA	ATP citrate synthase activity; cofactor binding; succinate-CoA ligase (ADP-forming) activity; succinate-CoA ligase (GDP-forming) activity	NA
SUCLG2	TCA Cycle	NA	ATP binding; metal ion binding; succinate-CoA ligase (ADP-forming) activity	NA
SUOX	Amino Acid Metabolism	NA	electron carrier activity; heme binding; molybdenum ion binding; sulfite oxidase activity	NA
SUPV3L1	Replication & Transcription	NA	ATP binding; ATP-dependent RNA helicase activity; nucleic acid binding	NA
SURF1	Electron Transport Chain	NA	heme transporter activity	NA
TACO1	Translation	NA	protein phosphatase 1 binding	NA
TAMM41	Import & Sorting	NA		NA
TARS2	Translation	NA	ATP binding; threonine-tRNA ligase activity	NA
TAZ	Cardiolipin Biosynthesis	NA	phosphatidylcholine:cardiolipin O-linoleoyltransferase activity; transferase activity; transferring acyl groups	NA
TBRG4	Electron Transport Chain	NA	protein kinase activity	NA
TCAIM	Mitochondrial Dynamics	NA		NA
TEFM	Replication & Transcription	NA		NA
TFAM	Replication & Transcription	NA	sequence-specific DNA binding transcription factor activity	NA
TFB1M	Electron Transport Chain	NA	  	NA
TFB1M	Replication & Transcription	NA	rRNA (adenine) methyltransferase activity; rRNA (adenine-N6; N6-)-dimethyltransferase activity; transcription cofactor activity	NA
TFB2M	Replication & Transcription	NA	rRNA (adenine-N6; N6-)-dimethyltransferase activity; transcription cofactor activity	NA
THG1L	Translation	NA	magnesium ion binding; tRNA guanylyltransferase activity	NA
TIMM10	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TIMM13	Import & Sorting	NA	metal ion binding; protein transporter activity; P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TIMM17A	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity; protein transporter activity	NA
TIMM17B	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity; protein transporter activity	NA
TIMM21	Import & Sorting	NA	mitohcondrial protein-transporting ATPase activity	NA
TIMM22	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TIMM23	Import & Sorting	NA	protein channel activity	NA
TIMM29	Import & Sorting	NA		NA
TIMM44	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TIMM50	Import & Sorting	NA		NA
TIMM8A	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TIMM8B	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TIMM9	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TIMMDC1	Import & Sorting	NA		NA
TK2	Replication & Transcription	NA	ATP binding; deoxynucleoside kinase activity; kinase activity; phosphotransferase activity; alcohol group as acceptor; thymidine kinase activity	NA
TMEM11	Mitochondrial Dynamics	NA		NA
TMEM173	Apoptosis	NA	cyclic-di-GMP binding	NA
TMEM186	Electron Transport Chain	NA		NA
TMEM65	Calcium Signaling & Transport	NA		NA
TMEM70	Electron Transport Chain	NA		NA
TOMM20	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TOMM20L	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TOMM22	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TOMM34	Import & Sorting	NA	chaperone binding; protein serine/threonine phosphatase activity; aryl hydrocarbon receptor binding	NA
TOMM40	Import & Sorting	NA	protein channel activity; P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TOMM40L	Import & Sorting	NA	protein channel activity; P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TOMM7	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TOMM70A	Import & Sorting	NA	P-P-bond-hydrolysis-driven protein transmembrane transporter activity	NA
TOP1MT	Replication & Transcription	NA	DNA binding; DNA topoisomerase activity; DNA topoisomerase type I activity; DNA topoisomerase type II (ATP-hydrolyzing) activity; protein kinase activity	NA
TOP3A	Replication & Transcription	NA	DNA binding; DNA topoisomerase activity; DNA topoisomerase type I activity; zinc ion binding	NA
TRAK1	Mitochondrial Dynamics	NA	kinesin-associated mitochondrial adaptor activity; myosin binding	NA
TRAK2	Mitochondrial Dynamics	NA	kinesin-associated mitochondrial adaptor activity; myosin binding	NA
TRAP1	Apoptosis	NA	ATP binding; ATPase activity; unfolded protein binding	NA
TRIAP1	Apoptosis	NA		NA
TRIT1	Translation	NA	ATP binding; metal ion binding	NA
TRMT10C	Translation	NA	methyltransferase activity	NA
TRMT5	Translation	NA	tRNA (guanine-N1-)-methyltransferase activity; tRNA methyltransferase activity	NA
TRMU	Translation	NA	sulfurtransferase activity; tRNA (5-methylaminomethyl-2-thiouridylate)-methyltransferase activity	NA
TRNT1	Translation	NA	polynucleotide adenylyltransferase activity; RNA binding; tRNA nucleotidyltransferase activity	NA
TSFM	Translation	NA	translation elongation factor activity	NA
TSPO	Apoptosis	NA	benzodiazepine receptor activity	NA
TSTD1	Electron Transport Chain	NA	unfolded protein binding	NA
TTC19	Electron Transport Chain	NA	  	NA
TUFM	Translation	NA	GTP binding; GTPase activity; translation elongation factor activity	NA
TXN	ROS Defense	NA	disulfide oxidoreductase activity; protein disulfide oxidoreductase activity	NA
TXN2	ROS Defense	NA	disulfide oxidoreductase activity; protein disulfide oxidoreductase activity	NA
TXNRD1	ROS Defense	NA	antioxidant activity; flavin adenine dinucleotide binding; glutathione-disulfide reductase activity; NADP binding; protein homodimerization activity; thioredoxin-disulfide reductase activity	NA
TXNRD2	ROS Defense	NA	antioxidant activity; flavin adenine dinucleotide binding; glutathione-disulfide reductase activity; NADP binding; protein homodimerization activity; thioredoxin-disulfide reductase activity	NA
TYMS	Nucleotide Metabolism	NA	thymidylate synthase activity	NA
UBA1	Protein Stability & Degradation	NA	ATP binding; ubiquitin activating enzyme activity; ubiquitin-protein ligase activity	NA
UCP1	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
UCP2	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
UCP3	Mitochondrial Carrier	NA	transmembrane transporter activity	NA
UQCC	Electron Transport Chain	NA	  	NA
UQCR10	Electron Transport Chain	NA	ubiquinol-cytochrome-c reductase activity	NA
UQCR11	Electron Transport Chain	NA	electron carrier activity; ubiquinol-cytochrome-c reductase activity	NA
UQCRB	Electron Transport Chain	NA	ubiquinol-cytochrome-c reductase activity	NA
UQCRC1	Electron Transport Chain	NA	metal ion binding; metalloendopeptidase activity; ubiquinol-cytochrome-c reductase activity	NA
UQCRC2	Electron Transport Chain	NA	metal ion binding; ubiquinol-cytochrome-c reductase activity	NA
UQCRFS1	Electron Transport Chain	NA	2 iron; 2 sulfur cluster binding; ubiquinol-cytochrome-c reductase activity	NA
UQCRH	Electron Transport Chain	NA	ubiquinol-cytochrome-c reductase activity	NA
UQCRQ	Electron Transport Chain	NA	ubiquinol-cytochrome-c reductase activity; ubiquinone binding	NA
UROS	Heme Biosynthesis	NA	uroporphyrinogen-III synthase activity	NA
USMG5	Electron Transport Chain	NA	ribonucleoprotein, ribosomal protein; hormone activity	NA
USP30	Mitochondrial Dynamics	NA	ubiquitin thiolesterase activity	NA
VARS	Translation	NA	aminoacyl-tRNA editing activity; ATP binding; valine-tRNA ligase activity	NA
VARS2	Translation	NA	aminoacyl-tRNA editing activity; ATP binding; valine-tRNA ligase activity	NA
VDAC1	Import & Sorting	NA	cation channel activity; porin activity; channel activity; voltage-gated anion channel activity	NA
VDAC1	Apoptosis	NA	voltage-gated anion channel activity	NA
VDAC2	Import & Sorting	NA	cation channel activity; porin activity; channel activity; voltage-gated anion channel activity	NA
VDAC2	Apoptosis	NA	voltage-gated anion channel activity	NA
VDAC3	Import & Sorting	NA	cation channel activity; porin activity; channel activity; voltage-gated anion channel activity	NA
VDAC3	Apoptosis	NA	voltage-gated anion channel activity	NA
WARS2	Translation	NA	ATP binding; tryptophan-tRNA ligase activity	NA
XPNPEP3	Protein Stability & Degradation	NA	aminopeptidase activity; dipeptidase activity; dipeptidyl-peptidase activity; manganese ion binding; metalloexopeptidase activity	NA
YARS2	Translation	NA	ATP binding; RNA binding; tyrosine-tRNA ligase activity	NA
